[1818, 1374]
[folio, [492.0, 132.0, 395.0, 36.0], Oa9doPZlHe, 5683306]
[paragraph, [702.0, 197.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 233.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 269.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 305.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 341.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 377.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 413.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 449.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 485.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 521.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 557.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 593.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 629.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 665.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 701.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 737.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 773.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 809.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 845.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 881.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 917.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 953.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 989.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1025.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1061.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1097.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1133.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1169.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1205.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1241.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1277.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1313.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1349.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1385.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1421.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1457.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1493.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1529.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1565.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1601.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1637.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [702.0, 1673.0, 563.0, 36.0], shoonya_2s9JQI68J1OSAY, 5683306]
[paragraph, [116.0, 199.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 235.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 271.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 307.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 343.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 379.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 415.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 451.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 487.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 523.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 559.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 595.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 631.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 667.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 703.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 739.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 775.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 811.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 847.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 883.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [116.0, 919.0, 562.0, 36.0], shoonya_1sJMMUJA91UGLL, 5683306]
[paragraph, [115.0, 961.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 997.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1033.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1069.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1105.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1141.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1177.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1213.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1249.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1285.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1321.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1357.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1393.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1429.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1465.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1501.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1537.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1573.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1609.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1645.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
[paragraph, [115.0, 1681.0, 566.0, 36.0], shoonya_0sFNT98Y5YIKP3, 5683306]
