[1259, 917]
[chapter-title, [282.0, 42.0, 251.0, 30.0], shoonya_7sBO7DV5AGTQGA, 5775912]
[paragraph, [92.0, 82.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 100.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 118.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 136.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 154.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 172.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 190.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 208.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 226.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 244.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [92.0, 262.0, 640.0, 18.0], shoonya_0sHGZ3822PI4WL, 5775912]
[paragraph, [93.0, 286.0, 638.0, 18.0], shoonya_2sT7WDKY0WR400, 5775912]
[paragraph, [93.0, 304.0, 638.0, 18.0], shoonya_2sT7WDKY0WR400, 5775912]
[paragraph, [93.0, 322.0, 638.0, 18.0], shoonya_2sT7WDKY0WR400, 5775912]
[paragraph, [93.0, 340.0, 638.0, 18.0], shoonya_2sT7WDKY0WR400, 5775912]
[paragraph, [93.0, 358.0, 638.0, 18.0], shoonya_2sT7WDKY0WR400, 5775912]
[paragraph, [93.0, 376.0, 638.0, 18.0], shoonya_2sT7WDKY0WR400, 5775912]
[paragraph, [93.0, 394.0, 638.0, 18.0], shoonya_2sT7WDKY0WR400, 5775912]
[paragraph, [93.0, 412.0, 638.0, 18.0], shoonya_2sT7WDKY0WR400, 5775912]
[paragraph, [94.0, 436.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 454.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 472.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 490.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 508.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 526.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 544.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 562.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 580.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 598.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 616.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [94.0, 634.0, 636.0, 18.0], shoonya_1sB1K2F32V0V9I, 5775912]
[paragraph, [95.0, 662.0, 639.0, 18.0], shoonya_3sEWAGZ0T6YZVX, 5775912]
[paragraph, [95.0, 680.0, 639.0, 18.0], shoonya_3sEWAGZ0T6YZVX, 5775912]
[paragraph, [95.0, 698.0, 639.0, 18.0], shoonya_3sEWAGZ0T6YZVX, 5775912]
[paragraph, [95.0, 716.0, 639.0, 18.0], shoonya_3sEWAGZ0T6YZVX, 5775912]
[paragraph, [95.0, 734.0, 639.0, 18.0], shoonya_3sEWAGZ0T6YZVX, 5775912]
[paragraph, [95.0, 752.0, 639.0, 18.0], shoonya_3sEWAGZ0T6YZVX, 5775912]
[paragraph, [95.0, 770.0, 639.0, 18.0], shoonya_3sEWAGZ0T6YZVX, 5775912]
[paragraph, [95.0, 788.0, 639.0, 18.0], shoonya_3sEWAGZ0T6YZVX, 5775912]
[paragraph, [97.0, 813.0, 635.0, 18.0], shoonya_4sLAQGNADYL3J0, 5775912]
[paragraph, [97.0, 831.0, 635.0, 18.0], shoonya_4sLAQGNADYL3J0, 5775912]
[paragraph, [97.0, 849.0, 635.0, 18.0], shoonya_4sLAQGNADYL3J0, 5775912]
[paragraph, [97.0, 867.0, 635.0, 18.0], shoonya_4sLAQGNADYL3J0, 5775912]
[paragraph, [97.0, 885.0, 635.0, 18.0], shoonya_4sLAQGNADYL3J0, 5775912]
[paragraph, [97.0, 914.0, 634.0, 18.0], shoonya_5sXASY0408YDN4, 5775912]
[paragraph, [97.0, 932.0, 634.0, 18.0], shoonya_5sXASY0408YDN4, 5775912]
[paragraph, [96.0, 966.0, 638.0, 18.0], shoonya_6sN4PMSUXZ67Y2, 5775912]
[paragraph, [96.0, 984.0, 638.0, 18.0], shoonya_6sN4PMSUXZ67Y2, 5775912]
[paragraph, [96.0, 1002.0, 638.0, 18.0], shoonya_6sN4PMSUXZ67Y2, 5775912]
[paragraph, [96.0, 1020.0, 638.0, 18.0], shoonya_6sN4PMSUXZ67Y2, 5775912]
[paragraph, [96.0, 1038.0, 638.0, 18.0], shoonya_6sN4PMSUXZ67Y2, 5775912]
[paragraph, [96.0, 1056.0, 638.0, 18.0], shoonya_6sN4PMSUXZ67Y2, 5775912]
[paragraph, [96.0, 1074.0, 638.0, 18.0], shoonya_6sN4PMSUXZ67Y2, 5775912]
[paragraph, [96.0, 1092.0, 638.0, 18.0], shoonya_6sN4PMSUXZ67Y2, 5775912]
