[827, 532]
[contact-info, [41.0, 48.0, 228.0, 18.0], OlsAEsyKLN, 5740940]
[contact-info, [41.0, 66.0, 228.0, 18.0], OlsAEsyKLN, 5740940]
[contact-info, [41.0, 84.0, 228.0, 18.0], OlsAEsyKLN, 5740940]
[contact-info, [41.0, 102.0, 228.0, 18.0], OlsAEsyKLN, 5740940]
[contact-info, [139.0, 348.0, 229.0, 18.0], x4M8FuzaQN, 5740940]
[contact-info, [139.0, 366.0, 229.0, 18.0], x4M8FuzaQN, 5740940]
[contact-info, [139.0, 384.0, 229.0, 18.0], x4M8FuzaQN, 5740940]
[contact-info, [139.0, 402.0, 229.0, 18.0], x4M8FuzaQN, 5740940]
[contact-info, [139.0, 420.0, 229.0, 18.0], x4M8FuzaQN, 5740940]
[contact-info, [139.0, 438.0, 229.0, 18.0], x4M8FuzaQN, 5740940]
[contact-info, [253.0, 682.0, 234.0, 18.0], U06mqr6vCY, 5740940]
[contact-info, [253.0, 700.0, 234.0, 18.0], U06mqr6vCY, 5740940]
[contact-info, [253.0, 718.0, 234.0, 18.0], U06mqr6vCY, 5740940]
[contact-info, [253.0, 736.0, 234.0, 18.0], U06mqr6vCY, 5740940]
[contact-info, [253.0, 754.0, 234.0, 18.0], U06mqr6vCY, 5740940]
[footnote, [213.0, 784.0, 265.0, 18.0], uzgss6FscF, 5740940]
