[3508, 2481]
[contact-info, [656.0, 127.0, 1417.0, 52.5], 1Xt6FIe46w, 6490891]
[contact-info, [656.0, 179.5, 1417.0, 52.5], 1Xt6FIe46w, 6490891]
[contact-info, [656.0, 232.0, 1417.0, 52.5], 1Xt6FIe46w, 6490891]
[contact-info, [656.0, 284.5, 1417.0, 52.5], 1Xt6FIe46w, 6490891]
[contact-info, [656.0, 337.0, 1417.0, 52.5], 1Xt6FIe46w, 6490891]
[website-link, [1131.0, 360.0, 469.0, 18.0], JRG5ZGunU5, 6490891]
[website-link, [1131.0, 378.0, 469.0, 18.0], JRG5ZGunU5, 6490891]
[website-link, [1131.0, 396.0, 469.0, 18.0], JRG5ZGunU5, 6490891]
[section-title, [687.0, 506.0, 1100.0, 93.0], hdMqlFIP1G, 6490891]
[paragraph, [208.0, 995.0, 497.0, 52.5], S8HhQzjWCI, 6490891]
[paragraph, [208.0, 1113.0, 2083.0, 52.5], WyXdiI7zEz, 6490891]
[paragraph, [208.0, 1165.5, 2083.0, 52.5], WyXdiI7zEz, 6490891]
[paragraph, [208.0, 1218.0, 2083.0, 52.5], WyXdiI7zEz, 6490891]
[paragraph, [208.0, 1270.5, 2083.0, 52.5], WyXdiI7zEz, 6490891]
[paragraph, [208.0, 1323.0, 2083.0, 52.5], WyXdiI7zEz, 6490891]
[paragraph, [208.0, 1375.5, 2083.0, 52.5], WyXdiI7zEz, 6490891]
[paragraph, [183.0, 1477.0, 2076.0, 52.5], VwJMLJVFzj, 6490891]
[paragraph, [183.0, 1529.5, 2076.0, 52.5], VwJMLJVFzj, 6490891]
[paragraph, [183.0, 1582.0, 2076.0, 52.5], VwJMLJVFzj, 6490891]
[paragraph, [183.0, 1634.5, 2076.0, 52.5], VwJMLJVFzj, 6490891]
[paragraph, [183.0, 1687.0, 2076.0, 52.5], VwJMLJVFzj, 6490891]
[paragraph, [183.0, 1739.5, 2076.0, 52.5], VwJMLJVFzj, 6490891]
[paragraph, [183.0, 1792.0, 2076.0, 52.5], VwJMLJVFzj, 6490891]
[paragraph, [164.0, 1925.0, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 1977.5, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2030.0, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2082.5, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2135.0, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2187.5, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2240.0, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2292.5, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2345.0, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2397.5, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[paragraph, [164.0, 2450.0, 2188.0, 52.5], H8J1cR5mNg, 6490891]
[ordered-list, [245.0, 2534.0, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 2586.5, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 2639.0, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 2691.5, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 2744.0, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 2796.5, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 2849.0, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 2901.5, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 2954.0, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 3006.5, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 3059.0, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[ordered-list, [245.0, 3111.5, 2101.0, 52.5], 5yv83bOD4E, 6490891]
[paragraph, [189.0, 3224.0, 2120.0, 52.5], G_CNqOUGG5, 6490891]
[paragraph, [189.0, 3276.5, 2120.0, 52.5], G_CNqOUGG5, 6490891]
[paragraph, [189.0, 3329.0, 2120.0, 52.5], G_CNqOUGG5, 6490891]
[paragraph, [189.0, 3381.5, 2120.0, 52.5], G_CNqOUGG5, 6490891]
