[2339, 1656]
[folio, [95.0, 39.0, 693.0, 36.0], FgUjK56EeS, 5656678]
[paragraph, [837.0, 109.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 145.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 181.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 217.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 253.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 289.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 325.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 361.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 397.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 433.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 469.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 505.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 541.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 577.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 613.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 649.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 685.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [837.0, 721.0, 721.0, 36.0], shoonya_0sD6ICO9BEOO47, 5656678]
[paragraph, [80.0, 117.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 153.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 189.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 225.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 261.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 297.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 333.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 369.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 405.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 441.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 477.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [80.0, 513.0, 730.0, 36.0], 37pa4igEWs, 5656678]
[paragraph, [82.0, 639.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 675.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 711.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 747.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 783.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 819.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 855.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 891.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 927.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 963.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 999.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1035.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1071.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1107.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1143.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1179.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1215.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1251.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1287.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1323.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1359.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1395.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1431.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[paragraph, [82.0, 1467.0, 703.0, 36.0], K-Be1ISZSk, 5656678]
[section-title, [834.0, 761.0, 614.0, 52.5], 02W9JR_HxC, 5656678]
[section-title, [834.0, 813.5, 614.0, 52.5], 02W9JR_HxC, 5656678]
[paragraph, [86.0, 1556.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1592.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1628.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1664.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1700.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1736.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1772.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1808.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1844.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1880.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1916.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1952.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 1988.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 2024.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[paragraph, [86.0, 2060.0, 720.0, 36.0], WfLtBuFEpG, 5656678]
[figure-caption, [850.0, 1707.0, 664.0, 36.0], pjzV6jmR2r, 5656678]
