[872, 605]
[ordered-list, [55.0, 62.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 80.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 98.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 116.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 134.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 152.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 170.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 188.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 206.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 224.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 242.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 260.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 278.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 296.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 314.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 332.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [55.0, 350.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[ordered-list, [299.0, 64.0, 254.0, 18.0], 7lMPcXW5u6, 6456581]
[ordered-list, [299.0, 82.0, 254.0, 18.0], 7lMPcXW5u6, 6456581]
[ordered-list, [299.0, 100.0, 254.0, 18.0], 7lMPcXW5u6, 6456581]
[ordered-list, [299.0, 118.0, 254.0, 18.0], 7lMPcXW5u6, 6456581]
[ordered-list, [299.0, 136.0, 254.0, 18.0], 7lMPcXW5u6, 6456581]
[ordered-list, [299.0, 154.0, 254.0, 18.0], 7lMPcXW5u6, 6456581]
[ordered-list, [299.0, 172.0, 254.0, 18.0], 7lMPcXW5u6, 6456581]
[paragraph, [299.0, 197.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 215.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 233.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 251.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 269.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 287.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 305.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 323.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 341.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 359.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 377.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[paragraph, [299.0, 395.0, 252.0, 18.0], Kf4-T9xaDE, 6456581]
[reference, [51.0, 376.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 394.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 412.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 430.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 448.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 466.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 484.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 502.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 520.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 538.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 556.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 574.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 592.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 610.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 628.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 646.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 664.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 682.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 700.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 718.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 736.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 754.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 772.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 790.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
[reference, [51.0, 808.0, 250.0, 18.0], n5ScpJMc9F, 6456581]
