[1754, 1240]
[folio, [604.0, 21.0, 210.0, 36.0], 75JwOyvUy8, 5722679]
[headline, [136.0, 153.0, 809.0, 37.5], B7QwwAR8Js, 5722679]
[headline, [136.0, 190.5, 809.0, 37.5], B7QwwAR8Js, 5722679]
[sub-headline, [192.0, 256.0, 145.0, 36.0], shoonya_14sTJTK96L65D3, 5722679]
[paragraph, [163.0, 301.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 337.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 373.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 409.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 445.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 481.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 517.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 553.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 589.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 625.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 661.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [163.0, 697.0, 298.0, 36.0], shoonya_0s7VJCWC0F55VA, 5722679]
[paragraph, [792.0, 617.0, 296.0, 36.0], shoonya_8sZJSN8B7H5P65, 5722679]
[paragraph, [792.0, 653.0, 296.0, 36.0], shoonya_8sZJSN8B7H5P65, 5722679]
[paragraph, [792.0, 689.0, 296.0, 36.0], shoonya_8sZJSN8B7H5P65, 5722679]
[paragraph, [792.0, 725.0, 296.0, 36.0], shoonya_8sZJSN8B7H5P65, 5722679]
[paragraph, [478.0, 618.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 654.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 690.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 726.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 762.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 798.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 834.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 870.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 906.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 942.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [478.0, 978.0, 298.0, 36.0], shoonya_1sLYID3M294DGP, 5722679]
[paragraph, [163.0, 759.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 795.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 831.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 867.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 903.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
