[1468, 909]
[headline, [364.0, 77.0, 324.0, 25.5], 9qNd8YGRkY, 5770136]
[paragraph, [74.0, 144.0, 375.0, 18.0], IR2yS5xTov, 5770136]
[paragraph, [74.0, 162.0, 375.0, 18.0], IR2yS5xTov, 5770136]
[paragraph, [74.0, 180.0, 375.0, 18.0], IR2yS5xTov, 5770136]
[paragraph, [456.0, 144.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 162.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 180.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 198.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 216.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 234.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 252.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 270.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 288.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 306.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 324.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 342.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 360.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 378.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 396.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 414.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 432.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [456.0, 450.0, 367.0, 18.0], BDijhonZ_4, 5770136]
[paragraph, [67.0, 209.0, 379.0, 18.0], fc8K8EGXvJ, 5770136]
[paragraph, [67.0, 227.0, 379.0, 18.0], fc8K8EGXvJ, 5770136]
[paragraph, [67.0, 245.0, 379.0, 18.0], fc8K8EGXvJ, 5770136]
[paragraph, [67.0, 263.0, 379.0, 18.0], fc8K8EGXvJ, 5770136]
[paragraph, [67.0, 281.0, 379.0, 18.0], fc8K8EGXvJ, 5770136]
[paragraph, [75.0, 299.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [75.0, 317.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [75.0, 335.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [75.0, 353.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [75.0, 371.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [75.0, 389.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [75.0, 407.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [75.0, 425.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [75.0, 443.0, 371.0, 18.0], MnujFnsmR-, 5770136]
[paragraph, [449.0, 471.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 489.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 507.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 525.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 543.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 561.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 579.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 597.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 615.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [449.0, 633.0, 378.0, 18.0], PfQlxyu8e_, 5770136]
[paragraph, [69.0, 473.0, 377.0, 18.0], vBdYAeOH99, 5770136]
[paragraph, [69.0, 491.0, 377.0, 18.0], vBdYAeOH99, 5770136]
[paragraph, [69.0, 509.0, 377.0, 18.0], vBdYAeOH99, 5770136]
[paragraph, [69.0, 527.0, 377.0, 18.0], vBdYAeOH99, 5770136]
[paragraph, [69.0, 545.0, 377.0, 18.0], vBdYAeOH99, 5770136]
[paragraph, [77.0, 562.0, 369.0, 18.0], nX7gi4H8Me, 5770136]
[paragraph, [77.0, 580.0, 369.0, 18.0], nX7gi4H8Me, 5770136]
[paragraph, [77.0, 598.0, 369.0, 18.0], nX7gi4H8Me, 5770136]
[paragraph, [77.0, 616.0, 369.0, 18.0], nX7gi4H8Me, 5770136]
[paragraph, [77.0, 634.0, 369.0, 18.0], nX7gi4H8Me, 5770136]
[paragraph, [77.0, 652.0, 369.0, 18.0], nX7gi4H8Me, 5770136]
[paragraph, [77.0, 670.0, 369.0, 18.0], nX7gi4H8Me, 5770136]
[paragraph, [77.0, 688.0, 369.0, 18.0], nX7gi4H8Me, 5770136]
[section-title, [460.0, 657.0, 95.0, 30.0], WfUxxH_tYY, 5770136]
[paragraph, [478.0, 689.0, 309.0, 18.0], PTiafnoeHR, 5770136]
[paragraph, [478.0, 707.0, 309.0, 18.0], PTiafnoeHR, 5770136]
[paragraph, [478.0, 725.0, 309.0, 18.0], PTiafnoeHR, 5770136]
[paragraph, [74.0, 716.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 734.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 752.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 770.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 788.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 806.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 824.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 842.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 860.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 878.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 896.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 914.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 932.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 950.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 968.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 986.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1004.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1022.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1040.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1058.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1076.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1094.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1112.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1130.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [74.0, 1148.0, 375.0, 18.0], RDjefFnHQc, 5770136]
[paragraph, [462.0, 750.0, 366.0, 18.0], 5NODdiaSdu, 5770136]
[paragraph, [462.0, 768.0, 366.0, 18.0], 5NODdiaSdu, 5770136]
[paragraph, [462.0, 786.0, 366.0, 18.0], 5NODdiaSdu, 5770136]
[paragraph, [462.0, 804.0, 366.0, 18.0], 5NODdiaSdu, 5770136]
[paragraph, [462.0, 822.0, 366.0, 18.0], 5NODdiaSdu, 5770136]
[paragraph, [462.0, 840.0, 366.0, 18.0], 5NODdiaSdu, 5770136]
[paragraph, [462.0, 858.0, 366.0, 18.0], 5NODdiaSdu, 5770136]
[paragraph, [462.0, 876.0, 366.0, 18.0], 5NODdiaSdu, 5770136]
[paragraph, [485.0, 903.0, 307.0, 18.0], 6eO3hVKv3V, 5770136]
[paragraph, [485.0, 921.0, 307.0, 18.0], 6eO3hVKv3V, 5770136]
[paragraph, [485.0, 939.0, 307.0, 18.0], 6eO3hVKv3V, 5770136]
[paragraph, [485.0, 957.0, 307.0, 18.0], 6eO3hVKv3V, 5770136]
[paragraph, [485.0, 975.0, 307.0, 18.0], 6eO3hVKv3V, 5770136]
[paragraph, [456.0, 993.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[paragraph, [456.0, 1011.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[paragraph, [456.0, 1029.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[paragraph, [456.0, 1047.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[paragraph, [456.0, 1065.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[paragraph, [456.0, 1083.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[paragraph, [456.0, 1101.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[paragraph, [456.0, 1119.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[paragraph, [456.0, 1137.0, 386.0, 18.0], ZT2CdFZbwI, 5770136]
[section-title, [70.0, 1167.0, 132.0, 30.0], LwX0C8BARW, 5770136]
[paragraph, [449.0, 1169.0, 395.0, 18.0], aYjgo2HYd4, 5770136]
[paragraph, [449.0, 1187.0, 395.0, 18.0], aYjgo2HYd4, 5770136]
[paragraph, [449.0, 1205.0, 395.0, 18.0], aYjgo2HYd4, 5770136]
[paragraph, [449.0, 1223.0, 395.0, 18.0], aYjgo2HYd4, 5770136]
[paragraph, [449.0, 1241.0, 395.0, 18.0], aYjgo2HYd4, 5770136]
[paragraph, [449.0, 1259.0, 395.0, 18.0], aYjgo2HYd4, 5770136]
[paragraph, [449.0, 1277.0, 395.0, 18.0], aYjgo2HYd4, 5770136]
[paragraph, [449.0, 1295.0, 395.0, 18.0], aYjgo2HYd4, 5770136]
[paragraph, [70.0, 1205.0, 380.0, 18.0], shoonya_0s0F4LDBK2FQSN, 5770136]
[paragraph, [70.0, 1223.0, 380.0, 18.0], shoonya_0s0F4LDBK2FQSN, 5770136]
[paragraph, [70.0, 1241.0, 380.0, 18.0], shoonya_0s0F4LDBK2FQSN, 5770136]
[paragraph, [70.0, 1259.0, 380.0, 18.0], shoonya_0s0F4LDBK2FQSN, 5770136]
[paragraph, [70.0, 1277.0, 380.0, 18.0], shoonya_0s0F4LDBK2FQSN, 5770136]
[paragraph, [70.0, 1295.0, 380.0, 18.0], shoonya_0s0F4LDBK2FQSN, 5770136]
[paragraph, [70.0, 1313.0, 380.0, 18.0], shoonya_0s0F4LDBK2FQSN, 5770136]
[paragraph, [70.0, 1331.0, 380.0, 18.0], shoonya_0s0F4LDBK2FQSN, 5770136]
[paragraph, [449.0, 1323.0, 410.0, 18.0], 5myGyNvfdn, 5770136]
[paragraph, [449.0, 1341.0, 410.0, 18.0], 5myGyNvfdn, 5770136]
[paragraph, [449.0, 1359.0, 410.0, 18.0], 5myGyNvfdn, 5770136]
[paragraph, [100.0, 1357.0, 351.0, 18.0], EegeMWUz9z, 5770136]
[paragraph, [100.0, 1375.0, 351.0, 18.0], EegeMWUz9z, 5770136]
