[3509, 2480]
[paragraph, [348.0, 391.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 443.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 496.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 548.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 601.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 653.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 706.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 758.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 811.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 863.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 916.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 968.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1021.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1073.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1126.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1178.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1231.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1283.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1336.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1388.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1441.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1493.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1546.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1598.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1651.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1703.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1756.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1808.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1861.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1913.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 1966.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2018.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2071.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2123.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2176.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2228.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2281.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2333.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2386.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2438.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2491.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2543.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2596.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2648.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2701.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2753.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2806.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2858.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2911.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 2963.5, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
[paragraph, [348.0, 3016.0, 1794.0, 52.5], shoonya_0sN16IEC97JE8V, 5723673]
