[1806, 1262]
[folio, [430.0, 104.0, 668.0, 36.0], shoonya_0sQLY1WUK1T4SZ, 5681703]
[paragraph, [99.0, 175.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 211.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 247.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 283.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 319.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 355.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 391.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 427.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 463.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [99.0, 499.0, 510.0, 36.0], shoonya_3sZ3ORMLY8ACI3, 5681703]
[paragraph, [648.0, 184.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 220.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 256.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 292.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 328.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 364.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 400.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 436.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 472.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 508.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 544.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 580.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 616.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 652.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 688.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 724.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 760.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 796.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 832.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 868.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 904.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 940.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 976.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1012.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1048.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1084.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1120.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1156.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1192.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1228.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1264.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [648.0, 1300.0, 511.0, 36.0], 7ozXwv6lYf, 5681703]
[paragraph, [102.0, 565.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 601.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 637.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 673.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 709.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 745.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 781.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 817.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 853.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 889.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 925.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 961.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 997.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 1033.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 1069.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 1105.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [102.0, 1141.0, 506.0, 36.0], shoonya_4sJM1RSADPBCM6, 5681703]
[paragraph, [97.0, 1219.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1255.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1291.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
