[576, 360]
[paragraph, [24.0, 60.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [24.0, 78.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [24.0, 96.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [24.0, 114.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [24.0, 132.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [24.0, 150.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [24.0, 168.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [24.0, 186.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [24.0, 204.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [26.0, 257.0, 303.0, 18.0], pk2zKynqOM, 6516336]
[paragraph, [26.0, 275.0, 303.0, 18.0], pk2zKynqOM, 6516336]
[paragraph, [26.0, 293.0, 303.0, 18.0], pk2zKynqOM, 6516336]
[paragraph, [26.0, 311.0, 303.0, 18.0], pk2zKynqOM, 6516336]
[paragraph, [26.0, 329.0, 303.0, 18.0], pk2zKynqOM, 6516336]
[paragraph, [29.0, 350.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [29.0, 368.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [29.0, 386.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [29.0, 404.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [29.0, 422.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [29.0, 440.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [29.0, 458.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [29.0, 476.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [29.0, 494.0, 303.0, 18.0], KiQ49OFZyn, 6516336]
[paragraph, [3230.0, 6426.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6444.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6462.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6480.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6498.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6516.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6534.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6552.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6570.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6588.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6606.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6624.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6642.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6660.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6678.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6696.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6714.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6732.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6750.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6768.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6786.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6804.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6822.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6840.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6858.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6876.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6894.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6912.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6930.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6948.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6966.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 6984.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7002.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7020.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7038.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7056.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7074.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7092.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7110.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7128.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7146.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7164.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7182.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7200.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7218.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7236.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7254.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7272.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7290.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7308.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7326.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7344.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7362.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7380.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7398.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7416.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7434.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7452.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7470.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7488.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7506.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7524.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7542.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7560.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7578.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
