[1823, 1375]
[folio, [619.0, 99.0, 125.0, 36.0], shoonya_1s02RXVSEVOT0Q, 5683884]
[folio, [982.0, 104.0, 302.0, 36.0], shoonya_2sDHHM22JJJDF7, 5683884]
[paragraph, [701.0, 182.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 218.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 254.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 290.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 326.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 362.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 398.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 434.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 470.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 506.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [701.0, 542.0, 575.0, 36.0], ddCe7Y2AYI, 5683884]
[paragraph, [123.0, 185.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 221.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 257.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 293.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 329.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 365.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 401.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 437.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 473.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 509.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[paragraph, [123.0, 545.0, 525.0, 36.0], 5FU22-L1CU, 5683884]
[author, [1058.0, 609.0, 206.0, 36.0], 2mk-tVlJhf, 5683884]
[section-title, [501.0, 687.0, 433.0, 49.5], rs0H-FzM9f, 5683884]
[paragraph, [696.0, 773.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 809.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 845.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 881.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 917.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 953.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 989.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1025.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1061.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1097.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1133.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1169.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1205.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1241.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1277.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1313.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1349.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1385.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1421.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1457.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1493.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1529.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1565.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1601.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1637.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [696.0, 1673.0, 584.0, 36.0], ClrqUlZPW2, 5683884]
[paragraph, [99.0, 780.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 816.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 852.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 888.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 924.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 960.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 996.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1032.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1068.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1104.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1140.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1176.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1212.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1248.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1284.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1320.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1356.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1392.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1428.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1464.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1500.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1536.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1572.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1608.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1644.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
[paragraph, [99.0, 1680.0, 582.0, 36.0], sRrz1f-7N_, 5683884]
