[1242, 911]
[chapter-title, [256.0, 116.0, 263.0, 30.0], shoonya_5sGO5TEFKON3JR, 5776303]
[chapter-title, [256.0, 146.0, 263.0, 30.0], shoonya_5sGO5TEFKON3JR, 5776303]
[section-title, [264.0, 187.0, 256.0, 30.0], Wa2YNEuxMp, 5776303]
[subsub-section-title, [272.0, 245.0, 219.0, 15.0], J2fLFGXFqK, 5776303]
[subsub-section-title, [272.0, 260.0, 219.0, 15.0], J2fLFGXFqK, 5776303]
[subsub-section-title, [272.0, 275.0, 219.0, 15.0], J2fLFGXFqK, 5776303]
[subsub-section-title, [272.0, 290.0, 219.0, 15.0], J2fLFGXFqK, 5776303]
[paragraph, [79.0, 323.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 341.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 359.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 377.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 395.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 413.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 431.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 449.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 467.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 485.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 503.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [79.0, 521.0, 623.0, 18.0], shoonya_0sQDACR1KA581J, 5776303]
[paragraph, [82.0, 551.0, 621.0, 18.0], shoonya_1sF59IJ5XCQT7F, 5776303]
[paragraph, [82.0, 569.0, 621.0, 18.0], shoonya_1sF59IJ5XCQT7F, 5776303]
[paragraph, [82.0, 587.0, 621.0, 18.0], shoonya_1sF59IJ5XCQT7F, 5776303]
[paragraph, [82.0, 605.0, 621.0, 18.0], shoonya_1sF59IJ5XCQT7F, 5776303]
[paragraph, [82.0, 623.0, 621.0, 18.0], shoonya_1sF59IJ5XCQT7F, 5776303]
[paragraph, [82.0, 641.0, 621.0, 18.0], shoonya_1sF59IJ5XCQT7F, 5776303]
[paragraph, [83.0, 673.0, 619.0, 18.0], shoonya_3sGW4QI3YBLWMD, 5776303]
[paragraph, [83.0, 691.0, 619.0, 18.0], shoonya_3sGW4QI3YBLWMD, 5776303]
[paragraph, [83.0, 709.0, 619.0, 18.0], shoonya_3sGW4QI3YBLWMD, 5776303]
[paragraph, [83.0, 727.0, 619.0, 18.0], shoonya_3sGW4QI3YBLWMD, 5776303]
[paragraph, [84.0, 748.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 766.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 784.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 802.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 820.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 838.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 856.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 874.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 892.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 910.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 928.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 946.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 964.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 982.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 1000.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [84.0, 1018.0, 625.0, 18.0], shoonya_2sRMT4FJ48HXOX, 5776303]
[paragraph, [88.0, 1023.0, 625.0, 18.0], shoonya_6sTCDIBUAKOTVC, 5776303]
[paragraph, [88.0, 1041.0, 625.0, 18.0], shoonya_6sTCDIBUAKOTVC, 5776303]
