[2084, 1289]
[section-title, [460.0, 272.0, 321.0, 52.5], shoonya_6sM814XTPPJVAU, 5660546]
[paragraph, [131.0, 372.0, 1028.0, 36.0], shoonya_4sGTKBG56EK08T, 5660546]
[paragraph, [131.0, 408.0, 1028.0, 36.0], shoonya_4sGTKBG56EK08T, 5660546]
[ordered-list, [127.0, 485.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 521.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 557.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 593.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 629.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 665.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 701.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 737.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 773.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 809.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 845.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 881.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 917.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 953.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 989.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1025.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1061.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1097.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1133.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1169.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1205.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1241.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1277.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1313.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1349.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1385.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1421.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1457.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1493.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1529.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1565.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1601.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1637.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1673.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1709.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1745.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1781.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[ordered-list, [127.0, 1817.0, 1042.0, 36.0], shoonya_0sA0WWDUU92QZ8, 5660546]
[folio, [640.0, 1923.0, 648.0, 36.0], Gdx3nd8Udl, 5660546]
[folio, [640.0, 1959.0, 648.0, 36.0], Gdx3nd8Udl, 5660546]
