[1987, 1270]
[paragraph, [122.0, 191.0, 1019.0, 36.0], shoonya_3sGRFJP09CAJN1, 5683332]
[paragraph, [122.0, 227.0, 1019.0, 36.0], shoonya_3sGRFJP09CAJN1, 5683332]
[paragraph, [122.0, 263.0, 1019.0, 36.0], shoonya_3sGRFJP09CAJN1, 5683332]
[paragraph, [122.0, 299.0, 1019.0, 36.0], shoonya_3sGRFJP09CAJN1, 5683332]
[paragraph, [123.0, 348.0, 1016.0, 36.0], shoonya_1s4HPPDXYTZOUX, 5683332]
[paragraph, [123.0, 384.0, 1016.0, 36.0], shoonya_1s4HPPDXYTZOUX, 5683332]
[paragraph, [121.0, 454.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 490.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 526.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 562.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 598.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 634.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 670.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 706.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 742.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 778.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 814.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 850.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 886.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 922.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 958.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 994.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [121.0, 1030.0, 1022.0, 36.0], j4QDdz2zeU, 5683332]
[paragraph, [124.0, 1083.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1119.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1155.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1191.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1227.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1263.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1299.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1335.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1371.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1407.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1443.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1479.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1515.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1551.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1587.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1623.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1659.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1695.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1731.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [124.0, 1767.0, 1019.0, 36.0], shoonya_0sZGBYR4GKO977, 5683332]
[paragraph, [168.0, 1817.0, 974.0, 36.0], aVN5ldSNRk, 5683332]
