[1261, 925]
[chapter-title, [296.0, 33.0, 183.0, 30.0], shoonya_0sTTPAZ4M34HB0, 5776098]
[paragraph, [63.0, 87.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [63.0, 105.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [63.0, 123.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [63.0, 141.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [63.0, 159.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [63.0, 177.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [63.0, 195.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [63.0, 213.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [63.0, 231.0, 665.0, 18.0], Ko5bwKqjCD, 5776098]
[paragraph, [67.0, 259.0, 661.0, 18.0], rWmF3q2ajF, 5776098]
[paragraph, [67.0, 277.0, 661.0, 18.0], rWmF3q2ajF, 5776098]
[paragraph, [67.0, 295.0, 661.0, 18.0], rWmF3q2ajF, 5776098]
[paragraph, [67.0, 313.0, 661.0, 18.0], rWmF3q2ajF, 5776098]
[paragraph, [67.0, 331.0, 661.0, 18.0], rWmF3q2ajF, 5776098]
[paragraph, [67.0, 361.0, 657.0, 18.0], QVRr3_Q7lp, 5776098]
[paragraph, [67.0, 379.0, 657.0, 18.0], QVRr3_Q7lp, 5776098]
[paragraph, [67.0, 397.0, 657.0, 18.0], QVRr3_Q7lp, 5776098]
[paragraph, [67.0, 415.0, 657.0, 18.0], QVRr3_Q7lp, 5776098]
[paragraph, [66.0, 433.0, 660.0, 18.0], q64KX0D6ia, 5776098]
[paragraph, [66.0, 451.0, 660.0, 18.0], q64KX0D6ia, 5776098]
[paragraph, [66.0, 469.0, 660.0, 18.0], q64KX0D6ia, 5776098]
[paragraph, [66.0, 487.0, 660.0, 18.0], q64KX0D6ia, 5776098]
[paragraph, [66.0, 505.0, 660.0, 18.0], q64KX0D6ia, 5776098]
[paragraph, [66.0, 523.0, 660.0, 18.0], q64KX0D6ia, 5776098]
[paragraph, [66.0, 541.0, 660.0, 18.0], q64KX0D6ia, 5776098]
[paragraph, [66.0, 559.0, 660.0, 18.0], q64KX0D6ia, 5776098]
[paragraph, [67.0, 590.0, 656.0, 18.0], uqjRtU_AL_, 5776098]
[paragraph, [67.0, 608.0, 656.0, 18.0], uqjRtU_AL_, 5776098]
[paragraph, [67.0, 626.0, 656.0, 18.0], uqjRtU_AL_, 5776098]
[paragraph, [67.0, 644.0, 656.0, 18.0], uqjRtU_AL_, 5776098]
[paragraph, [67.0, 662.0, 656.0, 18.0], uqjRtU_AL_, 5776098]
[paragraph, [67.0, 680.0, 656.0, 18.0], uqjRtU_AL_, 5776098]
[paragraph, [67.0, 698.0, 656.0, 18.0], uqjRtU_AL_, 5776098]
[paragraph, [66.0, 720.0, 659.0, 18.0], AOiTckgzBl, 5776098]
[paragraph, [66.0, 738.0, 659.0, 18.0], AOiTckgzBl, 5776098]
[paragraph, [66.0, 756.0, 659.0, 18.0], AOiTckgzBl, 5776098]
[paragraph, [64.0, 773.0, 662.0, 18.0], DVRlxk9sUG, 5776098]
[paragraph, [64.0, 791.0, 662.0, 18.0], DVRlxk9sUG, 5776098]
[paragraph, [64.0, 809.0, 662.0, 18.0], DVRlxk9sUG, 5776098]
[paragraph, [64.0, 827.0, 662.0, 18.0], DVRlxk9sUG, 5776098]
[paragraph, [117.0, 852.0, 398.0, 18.0], jXvCR4maRs, 5776098]
[paragraph, [118.0, 873.0, 608.0, 18.0], iOKAvvVh72, 5776098]
[paragraph, [105.0, 905.0, 492.0, 18.0], v0OKZaRl_v, 5776098]
[paragraph, [102.0, 926.0, 624.0, 18.0], 1YtXdajQTu, 5776098]
[paragraph, [102.0, 944.0, 624.0, 18.0], 1YtXdajQTu, 5776098]
[paragraph, [102.0, 962.0, 624.0, 18.0], 1YtXdajQTu, 5776098]
[paragraph, [105.0, 979.0, 623.0, 18.0], 3ijNQFzT04, 5776098]
[paragraph, [105.0, 997.0, 623.0, 18.0], 3ijNQFzT04, 5776098]
[paragraph, [105.0, 1015.0, 623.0, 18.0], 3ijNQFzT04, 5776098]
[paragraph, [101.0, 1035.0, 628.0, 18.0], 8-cSSbmcCC, 5776098]
[paragraph, [101.0, 1053.0, 628.0, 18.0], 8-cSSbmcCC, 5776098]
[paragraph, [101.0, 1071.0, 628.0, 18.0], 8-cSSbmcCC, 5776098]
