[1754, 1241]
[chapter-title, [522.0, 154.0, 193.0, 58.5], BriGxrMqc7, 5708830]
[ordered-list, [86.0, 247.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 283.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 319.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 355.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 391.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 427.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 463.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 499.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 535.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 571.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 607.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 643.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 679.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 715.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 751.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 787.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 823.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 859.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 895.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 931.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 967.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1003.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1039.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1075.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1111.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1147.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1183.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1219.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1255.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1291.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1327.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1363.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1399.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1435.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1471.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1507.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1543.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1579.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[ordered-list, [86.0, 1615.0, 1048.0, 36.0], q6WLvVJA5V, 5708830]
[sub-ordered-list, [108.0, 306.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 342.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 378.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 414.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 450.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 486.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 522.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 558.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 594.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
[sub-ordered-list, [108.0, 630.0, 1027.0, 36.0], z6nC3VRw9B, 5708830]
