[2339, 1654]
[chapter-title, [406.0, 74.0, 800.0, 70.5], fMKSXSMn-H, 5750723]
[paragraph, [92.0, 276.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [92.0, 312.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [92.0, 348.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [92.0, 384.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [92.0, 420.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [92.0, 456.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [92.0, 492.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [92.0, 528.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [92.0, 564.0, 1446.0, 36.0], shoonya_2sRMP8TJ44X5UN, 5750723]
[paragraph, [238.0, 600.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 636.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 672.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 708.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 744.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 780.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 816.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 852.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 888.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 924.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 960.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 996.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 1032.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 1068.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 1104.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 1140.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [238.0, 1176.0, 1177.0, 36.0], shoonya_3s9WT2ETESA5QM, 5750723]
[paragraph, [95.0, 1321.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1357.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1393.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1429.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1465.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1501.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1537.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1573.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1609.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1645.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1681.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1717.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1753.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1789.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1825.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1861.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1897.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1933.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 1969.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 2005.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
[paragraph, [95.0, 2041.0, 1451.0, 36.0], shoonya_0sZLZXOZMFI123, 5750723]
