[3438, 2657]
[paragraph, [157.0, 145.0, 1442.0, 52.5], shoonya_0s6KEF8HZGOMFN, 6473513]
[paragraph, [157.0, 197.5, 1442.0, 52.5], shoonya_0s6KEF8HZGOMFN, 6473513]
[paragraph, [155.0, 368.0, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 420.5, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 473.0, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 525.5, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 578.0, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 630.5, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 683.0, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 735.5, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 788.0, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [155.0, 840.5, 2215.0, 52.5], ol4cgECpzH, 6473513]
[paragraph, [159.0, 1018.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1070.5, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1123.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1175.5, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1228.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1280.5, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1333.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1385.5, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1438.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1490.5, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1543.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1595.5, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1648.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1700.5, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1753.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1805.5, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1858.0, 2404.0, 52.5], 7TPDYONT3e, 6473513]
[paragraph, [159.0, 1991.0, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2043.5, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2096.0, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2148.5, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2201.0, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2253.5, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2306.0, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2358.5, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2411.0, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2463.5, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2516.0, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2568.5, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2621.0, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2673.5, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [159.0, 2726.0, 2358.0, 52.5], 0CZQwXxtS4, 6473513]
[paragraph, [165.0, 2890.0, 2242.0, 52.5], HSeBIka3k6, 6473513]
[paragraph, [165.0, 2942.5, 2242.0, 52.5], HSeBIka3k6, 6473513]
[paragraph, [165.0, 2995.0, 2242.0, 52.5], HSeBIka3k6, 6473513]
[paragraph, [165.0, 3047.5, 2242.0, 52.5], HSeBIka3k6, 6473513]
[paragraph, [165.0, 3100.0, 2242.0, 52.5], HSeBIka3k6, 6473513]
[paragraph, [165.0, 3152.5, 2242.0, 52.5], HSeBIka3k6, 6473513]
[paragraph, [165.0, 3205.0, 2242.0, 52.5], HSeBIka3k6, 6473513]
