[2084, 1289]
[paragraph, [129.0, 270.0, 1032.0, 36.0], shoonya_2sXPG68FC3YIX0, 5660412]
[paragraph, [129.0, 306.0, 1032.0, 36.0], shoonya_2sXPG68FC3YIX0, 5660412]
[paragraph, [129.0, 342.0, 1032.0, 36.0], shoonya_2sXPG68FC3YIX0, 5660412]
[paragraph, [129.0, 378.0, 1032.0, 36.0], shoonya_2sXPG68FC3YIX0, 5660412]
[paragraph, [129.0, 414.0, 1032.0, 36.0], shoonya_2sXPG68FC3YIX0, 5660412]
[paragraph, [129.0, 450.0, 1032.0, 36.0], shoonya_2sXPG68FC3YIX0, 5660412]
[paragraph, [129.0, 486.0, 1032.0, 36.0], shoonya_2sXPG68FC3YIX0, 5660412]
[paragraph, [129.0, 522.0, 1032.0, 36.0], shoonya_2sXPG68FC3YIX0, 5660412]
[paragraph, [126.0, 581.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 617.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 653.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 689.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 725.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 761.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 797.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 833.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 869.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 905.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 941.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 977.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 1013.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 1049.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 1085.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 1121.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 1157.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[paragraph, [126.0, 1193.0, 1028.0, 36.0], shoonya_0s1RH7ZCSS4EGE, 5660412]
[section-title, [365.0, 1258.0, 553.0, 52.5], shoonya_3sEHF6C9UBEENM, 5660412]
[paragraph, [124.0, 1346.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1382.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1418.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1454.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1490.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1526.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1562.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1598.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1634.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1670.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1706.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1742.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [124.0, 1778.0, 1032.0, 36.0], shoonya_1sWLMR7KS5IFBO, 5660412]
[paragraph, [183.0, 1827.0, 959.0, 36.0], shoonya_4sY8I0XCFHWPS6, 5660412]
[folio, [633.0, 1938.0, 654.0, 36.0], shoonya_5sUGLV5184HRW4, 5660412]
[folio, [633.0, 1974.0, 654.0, 36.0], shoonya_5sUGLV5184HRW4, 5660412]
