[792, 612]
[headline, [96.0, 13.0, 247.0, 25.5], shoonya_7sRS3FNAC7ZDSY, 6515993]
[headline, [96.0, 38.5, 247.0, 25.5], shoonya_7sRS3FNAC7ZDSY, 6515993]
[author, [109.0, 93.0, 83.0, 18.0], shoonya_6sM2K9GMIU0XHF, 6515993]
[paragraph, [142.0, 120.0, 81.0, 18.0], -o_FWJVKLS, 6515993]
[paragraph, [142.0, 138.0, 81.0, 18.0], -o_FWJVKLS, 6515993]
[paragraph, [142.0, 156.0, 81.0, 18.0], -o_FWJVKLS, 6515993]
[paragraph, [76.0, 179.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 197.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 215.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 233.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 251.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 269.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 287.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 305.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 323.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 341.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 359.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 377.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 395.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 413.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [76.0, 431.0, 148.0, 18.0], shoonya_5s77L19KRE4L25, 6515993]
[paragraph, [233.0, 426.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 444.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 462.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 480.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 498.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 516.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 534.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 552.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 570.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 588.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [233.0, 606.0, 147.0, 18.0], shoonya_1sW21W7JESHN64, 6515993]
[paragraph, [385.0, 426.0, 151.0, 18.0], shoonya_2sU06X732S7591, 6515993]
[paragraph, [385.0, 444.0, 151.0, 18.0], shoonya_2sU06X732S7591, 6515993]
[paragraph, [385.0, 462.0, 151.0, 18.0], shoonya_2sU06X732S7591, 6515993]
[paragraph, [385.0, 480.0, 151.0, 18.0], shoonya_2sU06X732S7591, 6515993]
[paragraph, [385.0, 498.0, 151.0, 18.0], shoonya_2sU06X732S7591, 6515993]
[paragraph, [385.0, 516.0, 151.0, 18.0], shoonya_2sU06X732S7591, 6515993]
[paragraph, [77.0, 454.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [77.0, 472.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [77.0, 490.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [77.0, 508.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [77.0, 526.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [77.0, 544.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [77.0, 562.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [77.0, 580.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [77.0, 598.0, 147.0, 18.0], shoonya_0s3DDYH8Q1RYWS, 6515993]
[paragraph, [387.0, 544.0, 146.0, 18.0], shoonya_3s95JXTMS5I5WS, 6515993]
[paragraph, [387.0, 562.0, 146.0, 18.0], shoonya_3s95JXTMS5I5WS, 6515993]
[paragraph, [387.0, 580.0, 146.0, 18.0], shoonya_3s95JXTMS5I5WS, 6515993]
[paragraph, [387.0, 598.0, 146.0, 18.0], shoonya_3s95JXTMS5I5WS, 6515993]
