[1625, 1211]
[section-title, [470.0, 75.0, 643.0, 49.5], NJYLgLiQhl, 5742682]
[sub-section-title, [397.0, 139.0, 737.0, 36.0], MAlzrJXoah, 5742682]
[author, [811.0, 194.0, 323.0, 36.0], 1ULeoaDzxh, 5742682]
[paragraph, [802.0, 274.0, 350.0, 36.0], LcQbrKGv2a, 5742682]
[paragraph, [802.0, 310.0, 350.0, 36.0], LcQbrKGv2a, 5742682]
[paragraph, [802.0, 346.0, 350.0, 36.0], LcQbrKGv2a, 5742682]
[paragraph, [802.0, 382.0, 350.0, 36.0], LcQbrKGv2a, 5742682]
[paragraph, [802.0, 418.0, 350.0, 36.0], LcQbrKGv2a, 5742682]
[paragraph, [802.0, 454.0, 350.0, 36.0], LcQbrKGv2a, 5742682]
[paragraph, [429.0, 276.0, 356.0, 36.0], 6Seez5UDdK, 5742682]
[paragraph, [429.0, 312.0, 356.0, 36.0], 6Seez5UDdK, 5742682]
[paragraph, [429.0, 348.0, 356.0, 36.0], 6Seez5UDdK, 5742682]
[paragraph, [429.0, 384.0, 356.0, 36.0], 6Seez5UDdK, 5742682]
[paragraph, [429.0, 420.0, 356.0, 36.0], 6Seez5UDdK, 5742682]
[paragraph, [429.0, 456.0, 356.0, 36.0], 6Seez5UDdK, 5742682]
[paragraph, [429.0, 492.0, 356.0, 36.0], 6Seez5UDdK, 5742682]
[paragraph, [60.0, 279.0, 355.0, 36.0], Rr9a4kDuFl, 5742682]
[paragraph, [60.0, 315.0, 355.0, 36.0], Rr9a4kDuFl, 5742682]
[paragraph, [60.0, 351.0, 355.0, 36.0], Rr9a4kDuFl, 5742682]
[paragraph, [60.0, 387.0, 355.0, 36.0], Rr9a4kDuFl, 5742682]
[paragraph, [60.0, 423.0, 355.0, 36.0], Rr9a4kDuFl, 5742682]
[paragraph, [60.0, 459.0, 355.0, 36.0], Rr9a4kDuFl, 5742682]
[paragraph, [60.0, 506.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 542.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 578.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 614.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 650.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 686.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 722.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 758.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 794.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 830.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 866.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 902.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [60.0, 938.0, 355.0, 36.0], KOLo-aM1mH, 5742682]
[paragraph, [795.0, 508.0, 353.0, 36.0], sRH6VLY_D8, 5742682]
[paragraph, [795.0, 544.0, 353.0, 36.0], sRH6VLY_D8, 5742682]
[paragraph, [795.0, 580.0, 353.0, 36.0], sRH6VLY_D8, 5742682]
[paragraph, [795.0, 616.0, 353.0, 36.0], sRH6VLY_D8, 5742682]
[paragraph, [795.0, 652.0, 353.0, 36.0], sRH6VLY_D8, 5742682]
[paragraph, [430.0, 543.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 579.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 615.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 651.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 687.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 723.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 759.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 795.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 831.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 867.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 903.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 939.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 975.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 1011.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 1047.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[paragraph, [430.0, 1083.0, 355.0, 36.0], JGVbIGRj8G, 5742682]
[section-title, [793.0, 708.0, 365.0, 49.5], eH7OZIVXdS, 5742682]
[section-title, [793.0, 757.5, 365.0, 49.5], eH7OZIVXdS, 5742682]
[paragraph, [796.0, 817.0, 344.0, 36.0], Qed8xmGZAs, 5742682]
[paragraph, [796.0, 853.0, 344.0, 36.0], Qed8xmGZAs, 5742682]
[paragraph, [796.0, 889.0, 344.0, 36.0], Qed8xmGZAs, 5742682]
[paragraph, [798.0, 957.0, 346.0, 36.0], eYdOdC59cJ, 5742682]
[paragraph, [798.0, 993.0, 346.0, 36.0], eYdOdC59cJ, 5742682]
[paragraph, [798.0, 1029.0, 346.0, 36.0], eYdOdC59cJ, 5742682]
[paragraph, [798.0, 1065.0, 346.0, 36.0], eYdOdC59cJ, 5742682]
[paragraph, [60.0, 986.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1022.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1058.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1094.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1130.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1166.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1202.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1238.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1274.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1310.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1346.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1382.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1418.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [60.0, 1454.0, 355.0, 36.0], towkFoWJqE, 5742682]
[paragraph, [796.0, 1112.0, 342.0, 36.0], Siw-Us26sf, 5742682]
