[2200, 1700]
[paragraph, [375.0, 114.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 150.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 186.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 222.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 258.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 294.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 330.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 366.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 402.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 438.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 474.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 510.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [375.0, 546.0, 1129.0, 36.0], shoonya_2sS6RL73QLNRJZ, 5734239]
[paragraph, [371.0, 637.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 673.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 709.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 745.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 781.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 817.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 853.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 889.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 925.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 961.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 997.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 1033.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 1069.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 1105.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 1141.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [371.0, 1177.0, 1132.0, 36.0], shoonya_1sP6KL4LRZQUJ4, 5734239]
[paragraph, [372.0, 1268.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1304.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1340.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1376.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1412.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1448.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1484.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1520.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1556.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1592.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1628.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1664.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1700.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1736.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1772.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1808.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1844.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1880.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1916.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1952.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[paragraph, [372.0, 1988.0, 1131.0, 36.0], shoonya_0sY899BTXK7T19, 5734239]
[folio, [1344.0, 2128.0, 124.0, 36.0], shoonya_3sW6V3JS7R7LCU, 5734239]
