[1211, 798]
[folio, [352.0, 42.0, 99.0, 18.0], shoonya_1sLLHX4FU0VWJ5, 5741194]
[folio, [352.0, 60.0, 99.0, 18.0], shoonya_1sLLHX4FU0VWJ5, 5741194]
[paragraph, [43.0, 102.0, 705.0, 18.0], LBkzxMWaoq, 5741194]
[paragraph, [43.0, 120.0, 705.0, 18.0], LBkzxMWaoq, 5741194]
[paragraph, [43.0, 138.0, 705.0, 18.0], LBkzxMWaoq, 5741194]
[paragraph, [43.0, 156.0, 705.0, 18.0], LBkzxMWaoq, 5741194]
[paragraph, [43.0, 174.0, 705.0, 18.0], LBkzxMWaoq, 5741194]
[paragraph, [43.0, 192.0, 705.0, 18.0], LBkzxMWaoq, 5741194]
[paragraph, [43.0, 210.0, 705.0, 18.0], LBkzxMWaoq, 5741194]
[paragraph, [43.0, 228.0, 705.0, 18.0], LBkzxMWaoq, 5741194]
[paragraph, [160.0, 291.0, 452.0, 18.0], nqazpLQDgI, 5741194]
[paragraph, [160.0, 309.0, 452.0, 18.0], nqazpLQDgI, 5741194]
[paragraph, [291.0, 370.0, 213.0, 18.0], NuOYQXzTGW, 5741194]
[paragraph, [50.0, 407.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 425.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 443.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 461.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 479.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 497.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 515.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 533.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 551.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 569.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 587.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 605.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 623.0, 692.0, 18.0], GN-Zjo_BaO, 5741194]
[paragraph, [50.0, 654.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 672.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 690.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 708.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 726.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 744.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 762.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 780.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 798.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 816.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 834.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 852.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 870.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 888.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 906.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 924.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 942.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 960.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 978.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 996.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 1014.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 1032.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 1050.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 1068.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 1086.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 1104.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 1122.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[paragraph, [50.0, 1140.0, 692.0, 18.0], ybkfvw9n40, 5741194]
[footnote, [419.0, 1173.0, 320.0, 18.0], shoonya_0s3QEZO5BJP5WD, 5741194]
