[2339, 1654]
[paragraph, [171.0, 190.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 226.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 262.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 298.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 334.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 370.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 406.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 442.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 478.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [171.0, 514.0, 1312.0, 36.0], nSRGwDlg6S, 5750651]
[paragraph, [183.0, 589.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 625.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 661.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 697.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 733.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 769.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 805.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 841.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 877.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 913.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 949.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 985.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 1021.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 1057.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 1093.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 1129.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 1165.0, 1290.0, 36.0], shoonya_0sXRSIA5ZCIETZ, 5750651]
[paragraph, [183.0, 1250.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1286.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1322.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1358.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1394.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1430.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1466.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1502.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1538.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1574.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1610.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1646.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1682.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1718.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1754.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1790.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1826.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1862.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1898.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1934.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 1970.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[paragraph, [183.0, 2006.0, 1289.0, 36.0], shoonya_1sV809SJUDI7E6, 5750651]
[folio, [184.0, 2163.0, 267.0, 36.0], AqbNhchWx9, 5750651]
