[1257, 917]
[chapter-title, [288.0, 55.0, 265.0, 30.0], shoonya_3s3PLIB5O8GJMX, 5776171]
[paragraph, [105.0, 93.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 111.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 129.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 147.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 165.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 183.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 201.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 219.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 237.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 255.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 273.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 291.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 309.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 327.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 345.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 363.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 381.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 399.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 417.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 435.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 453.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 471.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 489.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 507.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 525.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 543.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 561.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 579.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 597.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 615.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 633.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 651.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 669.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 687.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 705.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [105.0, 723.0, 630.0, 18.0], shoonya_0s6RS9AFUSBJ6X, 5776171]
[paragraph, [110.0, 732.0, 629.0, 18.0], shoonya_5sXCSCE0WGBMCM, 5776171]
[paragraph, [110.0, 750.0, 629.0, 18.0], shoonya_5sXCSCE0WGBMCM, 5776171]
[paragraph, [110.0, 768.0, 629.0, 18.0], shoonya_5sXCSCE0WGBMCM, 5776171]
[paragraph, [123.0, 783.0, 568.0, 18.0], shoonya_7s9C26WZ8CS7QG, 5776171]
[paragraph, [111.0, 802.0, 625.0, 18.0], shoonya_4sT9MFDT0LG3MO, 5776171]
[paragraph, [111.0, 820.0, 625.0, 18.0], shoonya_4sT9MFDT0LG3MO, 5776171]
[paragraph, [111.0, 838.0, 625.0, 18.0], shoonya_4sT9MFDT0LG3MO, 5776171]
[paragraph, [113.0, 859.0, 628.0, 18.0], shoonya_6sKRMO8C2IXC6M, 5776171]
[paragraph, [113.0, 877.0, 628.0, 18.0], shoonya_6sKRMO8C2IXC6M, 5776171]
[paragraph, [112.0, 913.0, 634.0, 18.0], shoonya_1sS9VT652SA7WN, 5776171]
[paragraph, [112.0, 931.0, 634.0, 18.0], shoonya_1sS9VT652SA7WN, 5776171]
[paragraph, [112.0, 949.0, 634.0, 18.0], shoonya_1sS9VT652SA7WN, 5776171]
[paragraph, [112.0, 967.0, 634.0, 18.0], shoonya_1sS9VT652SA7WN, 5776171]
[paragraph, [112.0, 985.0, 634.0, 18.0], shoonya_1sS9VT652SA7WN, 5776171]
[paragraph, [112.0, 1003.0, 634.0, 18.0], shoonya_1sS9VT652SA7WN, 5776171]
[paragraph, [112.0, 1021.0, 634.0, 18.0], shoonya_1sS9VT652SA7WN, 5776171]
[paragraph, [112.0, 1039.0, 634.0, 18.0], shoonya_1sS9VT652SA7WN, 5776171]
[paragraph, [137.0, 1067.0, 570.0, 18.0], shoonya_2sUUTGK6O9L3WF, 5776171]
