[1208, 686]
[paragraph, [39.0, 147.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 165.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 183.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 201.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 219.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 237.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 255.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 273.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 291.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 309.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 327.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 345.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 363.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [39.0, 381.0, 647.0, 18.0], shoonya_2s54WG42M3T0G5, 5719829]
[paragraph, [40.0, 423.0, 645.0, 18.0], shoonya_3sH64XZKS3SKO8, 5719829]
[paragraph, [40.0, 441.0, 645.0, 18.0], shoonya_3sH64XZKS3SKO8, 5719829]
[paragraph, [40.0, 459.0, 645.0, 18.0], shoonya_3sH64XZKS3SKO8, 5719829]
[paragraph, [40.0, 477.0, 645.0, 18.0], shoonya_3sH64XZKS3SKO8, 5719829]
[paragraph, [40.0, 495.0, 645.0, 18.0], shoonya_3sH64XZKS3SKO8, 5719829]
[sidebar, [587.0, 464.0, 74.0, 18.0], shoonya_4s0Z8KT6VESGSO, 5719829]
[paragraph, [46.0, 530.0, 639.0, 18.0], shoonya_5sTVFT6RRK3K6F, 5719829]
[paragraph, [46.0, 548.0, 639.0, 18.0], shoonya_5sTVFT6RRK3K6F, 5719829]
[paragraph, [46.0, 566.0, 639.0, 18.0], shoonya_5sTVFT6RRK3K6F, 5719829]
[paragraph, [46.0, 584.0, 639.0, 18.0], shoonya_5sTVFT6RRK3K6F, 5719829]
[paragraph, [46.0, 602.0, 639.0, 18.0], shoonya_5sTVFT6RRK3K6F, 5719829]
[sidebar, [592.0, 534.0, 71.0, 18.0], wxVFmP-rcp, 5719829]
[paragraph, [39.0, 637.0, 637.0, 18.0], -vTANOh9_J, 5719829]
[paragraph, [39.0, 655.0, 637.0, 18.0], -vTANOh9_J, 5719829]
[paragraph, [39.0, 673.0, 637.0, 18.0], -vTANOh9_J, 5719829]
[paragraph, [39.0, 691.0, 637.0, 18.0], -vTANOh9_J, 5719829]
[paragraph, [39.0, 709.0, 637.0, 18.0], -vTANOh9_J, 5719829]
[paragraph, [39.0, 727.0, 637.0, 18.0], -vTANOh9_J, 5719829]
[paragraph, [39.0, 745.0, 637.0, 18.0], -vTANOh9_J, 5719829]
[paragraph, [54.0, 785.0, 623.0, 18.0], MWq9ETaRzN, 5719829]
[paragraph, [54.0, 803.0, 623.0, 18.0], MWq9ETaRzN, 5719829]
[paragraph, [54.0, 821.0, 623.0, 18.0], MWq9ETaRzN, 5719829]
[paragraph, [54.0, 839.0, 623.0, 18.0], MWq9ETaRzN, 5719829]
[paragraph, [54.0, 857.0, 623.0, 18.0], MWq9ETaRzN, 5719829]
[paragraph, [54.0, 875.0, 623.0, 18.0], MWq9ETaRzN, 5719829]
[paragraph, [54.0, 893.0, 623.0, 18.0], MWq9ETaRzN, 5719829]
[paragraph, [54.0, 911.0, 623.0, 18.0], MWq9ETaRzN, 5719829]
[paragraph, [39.0, 953.0, 639.0, 18.0], kYSxZtG8ZG, 5719829]
[paragraph, [39.0, 971.0, 639.0, 18.0], kYSxZtG8ZG, 5719829]
[paragraph, [39.0, 989.0, 639.0, 18.0], kYSxZtG8ZG, 5719829]
[paragraph, [39.0, 1007.0, 639.0, 18.0], kYSxZtG8ZG, 5719829]
[paragraph, [39.0, 1025.0, 639.0, 18.0], kYSxZtG8ZG, 5719829]
[paragraph, [39.0, 1043.0, 639.0, 18.0], kYSxZtG8ZG, 5719829]
[paragraph, [39.0, 1061.0, 639.0, 18.0], kYSxZtG8ZG, 5719829]
[folio, [341.0, 1172.0, 343.0, 18.0], qFLib2GCW_, 5719829]
