[2200, 1700]
[paragraph, [284.0, 83.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 119.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 155.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 191.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 227.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 263.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 299.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 335.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 371.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 407.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 443.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 479.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 515.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [284.0, 551.0, 1101.0, 36.0], shoonya_1s0W52KZK89HEH, 5731074]
[paragraph, [290.0, 601.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 637.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 673.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 709.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 745.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 781.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 817.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 853.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 889.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 925.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 961.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 997.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1033.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1069.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1105.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1141.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1177.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1213.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1249.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1285.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1321.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1357.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1393.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1429.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1465.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1501.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1537.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1573.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1609.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1645.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1681.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1717.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1753.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1789.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1825.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1861.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[paragraph, [290.0, 1897.0, 1100.0, 36.0], shoonya_0sDXMUC1E4M4KY, 5731074]
[folio, [944.0, 2030.0, 358.0, 36.0], _7eYqahr0C, 5731074]
