[2084, 1289]
[ordered-list, [130.0, 271.0, 1029.0, 36.0], shoonya_2sCVFU3FC0UK2Z, 5660682]
[ordered-list, [130.0, 307.0, 1029.0, 36.0], shoonya_2sCVFU3FC0UK2Z, 5660682]
[ordered-list, [130.0, 343.0, 1029.0, 36.0], shoonya_2sCVFU3FC0UK2Z, 5660682]
[paragraph, [134.0, 388.0, 1025.0, 36.0], shoonya_1sESDFOPV01H5W, 5660682]
[paragraph, [134.0, 424.0, 1025.0, 36.0], shoonya_1sESDFOPV01H5W, 5660682]
[paragraph, [134.0, 460.0, 1025.0, 36.0], shoonya_1sESDFOPV01H5W, 5660682]
[paragraph, [134.0, 496.0, 1025.0, 36.0], shoonya_1sESDFOPV01H5W, 5660682]
[paragraph, [134.0, 532.0, 1025.0, 36.0], shoonya_1sESDFOPV01H5W, 5660682]
[ordered-list, [102.0, 614.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 650.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 686.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 722.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 758.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 794.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 830.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 866.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 902.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 938.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 974.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1010.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1046.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1082.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1118.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1154.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1190.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1226.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1262.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1298.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1334.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1370.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1406.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1442.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1478.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1514.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1550.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1586.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1622.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1658.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1694.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1730.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1766.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1802.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[ordered-list, [102.0, 1838.0, 1074.0, 36.0], shoonya_0sCD1SOD2HI8V1, 5660682]
[folio, [633.0, 1938.0, 655.0, 36.0], shoonya_4s8NGRR4WVWKXI, 5660682]
[folio, [633.0, 1974.0, 655.0, 36.0], shoonya_4s8NGRR4WVWKXI, 5660682]
