[700, 484]
[paragraph, [61.0, 100.0, 362.0, 18.0], shoonya_0sLUOF99UDQDZ1, 6464457]
[paragraph, [61.0, 118.0, 362.0, 18.0], shoonya_0sLUOF99UDQDZ1, 6464457]
[paragraph, [61.0, 144.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 162.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 180.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 198.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 216.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 234.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 252.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 270.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 288.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 306.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 324.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 342.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 360.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 378.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 396.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 414.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 432.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [61.0, 450.0, 377.0, 18.0], shoonya_2s2OBLN3AAZD7U, 6464457]
[paragraph, [60.0, 479.0, 371.0, 18.0], shoonya_4s8UNM8Y8VJQRR, 6464457]
[paragraph, [60.0, 497.0, 371.0, 18.0], shoonya_4s8UNM8Y8VJQRR, 6464457]
[paragraph, [60.0, 515.0, 371.0, 18.0], shoonya_4s8UNM8Y8VJQRR, 6464457]
[paragraph, [48.0, 552.0, 386.0, 18.0], WDgwz79q3n, 6464457]
[paragraph, [48.0, 570.0, 386.0, 18.0], WDgwz79q3n, 6464457]
[paragraph, [48.0, 588.0, 386.0, 18.0], WDgwz79q3n, 6464457]
