[2640, 2040]
[folio, [224.0, 132.0, 216.0, 46.5], pfTs0-pCTp, 5693913]
[headline, [191.0, 225.0, 883.0, 52.5], EYjtCAoddh, 5693913]
[headline, [191.0, 277.5, 883.0, 52.5], EYjtCAoddh, 5693913]
[headline, [191.0, 330.0, 883.0, 52.5], EYjtCAoddh, 5693913]
[headline, [191.0, 382.5, 883.0, 52.5], EYjtCAoddh, 5693913]
[sidebar, [193.0, 560.0, 1084.0, 46.5], aO2XUkFHXp, 5693913]
[sidebar, [193.0, 606.5, 1084.0, 46.5], aO2XUkFHXp, 5693913]
[sidebar, [193.0, 653.0, 1084.0, 46.5], aO2XUkFHXp, 5693913]
[sidebar, [193.0, 699.5, 1084.0, 46.5], aO2XUkFHXp, 5693913]
[sidebar, [193.0, 746.0, 1084.0, 46.5], aO2XUkFHXp, 5693913]
[paragraph, [758.0, 907.0, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 953.5, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1000.0, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1046.5, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1093.0, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1139.5, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1186.0, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1232.5, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1279.0, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1325.5, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1372.0, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [758.0, 1418.5, 511.0, 46.5], Sqmz2riSpo, 5693913]
[paragraph, [1319.0, 907.0, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 953.5, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1000.0, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1046.5, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1093.0, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1139.5, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1186.0, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1232.5, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1279.0, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1325.5, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [1319.0, 1372.0, 524.0, 46.5], Y6O-UfOhtF, 5693913]
[paragraph, [198.0, 947.0, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 993.5, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1040.0, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1086.5, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1133.0, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1179.5, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1226.0, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1272.5, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1319.0, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1365.5, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [198.0, 1412.0, 514.0, 46.5], uOu2AkoVmR, 5693913]
[paragraph, [766.0, 1533.0, 514.0, 46.5], t5J5R0zDB_, 5693913]
[paragraph, [766.0, 1579.5, 514.0, 46.5], t5J5R0zDB_, 5693913]
[paragraph, [766.0, 1626.0, 514.0, 46.5], t5J5R0zDB_, 5693913]
[paragraph, [766.0, 1672.5, 514.0, 46.5], t5J5R0zDB_, 5693913]
[paragraph, [766.0, 1719.0, 514.0, 46.5], t5J5R0zDB_, 5693913]
[paragraph, [1319.0, 1546.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1592.5, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1639.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1685.5, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1732.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1778.5, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1825.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1871.5, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1918.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 1964.5, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 2011.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 2057.5, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 2104.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 2150.5, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 2197.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 2243.5, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [1319.0, 2290.0, 519.0, 46.5], pOIxqYIkK3, 5693913]
[paragraph, [193.0, 1602.0, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 1648.5, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 1695.0, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 1741.5, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 1788.0, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 1834.5, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 1881.0, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 1927.5, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 1974.0, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 2020.5, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 2067.0, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 2113.5, 363.0, 46.5], 2sasF9BvW5, 5693913]
