[1418, 1064]
[chapter-title, [129.0, 97.0, 796.0, 30.0], vEixq7_aZX, 6476718]
[section-title, [67.0, 221.0, 160.0, 30.0], V62akOOWfE, 6476718]
[paragraph, [79.0, 269.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 287.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 305.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 323.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 341.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 359.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 377.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 395.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 413.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 431.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 449.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 467.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 485.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 503.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 521.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 539.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [79.0, 557.0, 905.0, 18.0], shoonya_0sP195O63K1ZN3, 6476718]
[paragraph, [78.0, 588.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 606.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 624.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 642.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 660.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 678.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 696.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 714.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 732.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 750.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 768.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 786.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 804.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 822.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [78.0, 840.0, 907.0, 18.0], NZyiLV_cmP, 6476718]
[paragraph, [80.0, 877.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 895.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 913.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 931.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 949.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 967.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 985.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1003.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1021.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1039.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1057.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1075.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1093.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1111.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1129.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1147.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[paragraph, [80.0, 1165.0, 903.0, 18.0], YLmRBfru4t, 6476718]
[folio, [71.0, 1337.0, 407.0, 18.0], sDdnyBRpjv, 6476718]
