[688, 400]
[folio, [151.0, 9.0, 128.0, 18.0], r3-VFNKwZt, 5748278]
[paragraph, [14.0, 50.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 68.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 86.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 104.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 122.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 140.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 158.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 176.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 194.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 212.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 230.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 248.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 266.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 284.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 302.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 320.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 338.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 356.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 374.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 392.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 410.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [14.0, 428.0, 379.0, 18.0], shoonya_0sDS0GDG7XTXZW, 5748278]
[paragraph, [7.0, 465.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 483.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 501.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 519.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 537.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 555.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 573.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 591.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 609.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[paragraph, [7.0, 627.0, 391.0, 18.0], n6A3UF-6lM, 5748278]
[footnote, [79.0, 654.0, 268.0, 18.0], ZZZyvU05K2, 5748278]
