[1755, 1241]
[paragraph, [176.0, 316.0, 431.0, 36.0], shoonya_6s1HWBHYD25FWR, 5705124]
[paragraph, [176.0, 352.0, 431.0, 36.0], shoonya_6s1HWBHYD25FWR, 5705124]
[paragraph, [176.0, 388.0, 431.0, 36.0], shoonya_6s1HWBHYD25FWR, 5705124]
[paragraph, [176.0, 424.0, 431.0, 36.0], shoonya_6s1HWBHYD25FWR, 5705124]
[paragraph, [176.0, 460.0, 431.0, 36.0], shoonya_6s1HWBHYD25FWR, 5705124]
[paragraph, [633.0, 317.0, 431.0, 36.0], shoonya_8s50CE8JRXX338, 5705124]
[paragraph, [633.0, 353.0, 431.0, 36.0], shoonya_8s50CE8JRXX338, 5705124]
[paragraph, [633.0, 406.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 442.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 478.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 514.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 550.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 586.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 622.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 658.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 694.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 730.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 766.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [633.0, 802.0, 431.0, 36.0], shoonya_2s598JDXH0BILN, 5705124]
[paragraph, [177.0, 521.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 557.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 593.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 629.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 665.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 701.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 737.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 773.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 809.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 845.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [177.0, 881.0, 432.0, 36.0], shoonya_0sT24H3XIGIXN5, 5705124]
[paragraph, [634.0, 841.0, 428.0, 36.0], shoonya_4sWITFWXPUIN6Z, 5705124]
[paragraph, [634.0, 877.0, 428.0, 36.0], shoonya_4sWITFWXPUIN6Z, 5705124]
[paragraph, [634.0, 913.0, 428.0, 36.0], shoonya_4sWITFWXPUIN6Z, 5705124]
[paragraph, [634.0, 949.0, 428.0, 36.0], shoonya_4sWITFWXPUIN6Z, 5705124]
[paragraph, [634.0, 985.0, 428.0, 36.0], shoonya_4sWITFWXPUIN6Z, 5705124]
[paragraph, [177.0, 928.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 964.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1000.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1036.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1072.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1108.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1144.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1180.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1216.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1252.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1288.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [177.0, 1324.0, 431.0, 36.0], shoonya_3s6KWHOPF5V1DC, 5705124]
[paragraph, [635.0, 1046.0, 429.0, 36.0], shoonya_5sRKB8I3833BRR, 5705124]
[paragraph, [635.0, 1082.0, 429.0, 36.0], shoonya_5sRKB8I3833BRR, 5705124]
[paragraph, [635.0, 1118.0, 429.0, 36.0], shoonya_5sRKB8I3833BRR, 5705124]
[paragraph, [635.0, 1154.0, 429.0, 36.0], shoonya_5sRKB8I3833BRR, 5705124]
[paragraph, [632.0, 1192.0, 434.0, 36.0], shoonya_1sV78Q5E48L5YT, 5705124]
[paragraph, [632.0, 1228.0, 434.0, 36.0], shoonya_1sV78Q5E48L5YT, 5705124]
[paragraph, [632.0, 1264.0, 434.0, 36.0], shoonya_1sV78Q5E48L5YT, 5705124]
[paragraph, [632.0, 1300.0, 434.0, 36.0], shoonya_1sV78Q5E48L5YT, 5705124]
[paragraph, [632.0, 1336.0, 434.0, 36.0], shoonya_1sV78Q5E48L5YT, 5705124]
[paragraph, [632.0, 1372.0, 434.0, 36.0], shoonya_1sV78Q5E48L5YT, 5705124]
[paragraph, [632.0, 1408.0, 434.0, 36.0], shoonya_1sV78Q5E48L5YT, 5705124]
[paragraph, [632.0, 1444.0, 434.0, 36.0], shoonya_1sV78Q5E48L5YT, 5705124]
[paragraph, [179.0, 1395.0, 430.0, 36.0], shoonya_7s1LHUUYB4FVTK, 5705124]
[paragraph, [179.0, 1431.0, 430.0, 36.0], shoonya_7s1LHUUYB4FVTK, 5705124]
[website-link, [145.0, 1550.0, 296.0, 18.0], shoonya_9sJ8864YNGPEIZ, 5705124]
[website-link, [145.0, 1568.0, 296.0, 18.0], shoonya_9sJ8864YNGPEIZ, 5705124]
