[1320, 1176]
[folio, [64.0, 58.0, 160.0, 18.0], shoonya_0sKU3SF4DIMCIU, 5693865]
[folio, [64.0, 76.0, 160.0, 18.0], shoonya_0sKU3SF4DIMCIU, 5693865]
[folio, [64.0, 94.0, 160.0, 18.0], shoonya_0sKU3SF4DIMCIU, 5693865]
[folio, [64.0, 112.0, 160.0, 18.0], shoonya_0sKU3SF4DIMCIU, 5693865]
[folio, [64.0, 130.0, 160.0, 18.0], shoonya_0sKU3SF4DIMCIU, 5693865]
[folio, [64.0, 148.0, 160.0, 18.0], shoonya_0sKU3SF4DIMCIU, 5693865]
[paragraph, [778.0, 177.0, 308.0, 18.0], y_s3_kHDFF, 5693865]
[paragraph, [778.0, 195.0, 308.0, 18.0], y_s3_kHDFF, 5693865]
[paragraph, [778.0, 213.0, 308.0, 18.0], y_s3_kHDFF, 5693865]
[paragraph, [778.0, 231.0, 308.0, 18.0], y_s3_kHDFF, 5693865]
[paragraph, [778.0, 249.0, 308.0, 18.0], y_s3_kHDFF, 5693865]
[paragraph, [778.0, 267.0, 308.0, 18.0], y_s3_kHDFF, 5693865]
[paragraph, [778.0, 285.0, 308.0, 18.0], y_s3_kHDFF, 5693865]
[paragraph, [431.0, 179.0, 311.0, 18.0], KphELWs7Qf, 5693865]
[paragraph, [431.0, 197.0, 311.0, 18.0], KphELWs7Qf, 5693865]
[paragraph, [82.0, 186.0, 327.0, 18.0], csXy1PW8YA, 5693865]
[paragraph, [82.0, 204.0, 327.0, 18.0], csXy1PW8YA, 5693865]
[paragraph, [82.0, 222.0, 327.0, 18.0], csXy1PW8YA, 5693865]
[paragraph, [82.0, 240.0, 327.0, 18.0], csXy1PW8YA, 5693865]
[paragraph, [82.0, 258.0, 327.0, 18.0], csXy1PW8YA, 5693865]
[paragraph, [82.0, 276.0, 327.0, 18.0], csXy1PW8YA, 5693865]
[paragraph, [434.0, 230.0, 306.0, 18.0], vdR7FemfKG, 5693865]
[paragraph, [434.0, 248.0, 306.0, 18.0], vdR7FemfKG, 5693865]
[paragraph, [434.0, 266.0, 306.0, 18.0], vdR7FemfKG, 5693865]
[paragraph, [778.0, 324.0, 309.0, 18.0], ad2xSXp8Sz, 5693865]
[paragraph, [778.0, 342.0, 309.0, 18.0], ad2xSXp8Sz, 5693865]
[paragraph, [778.0, 360.0, 309.0, 18.0], ad2xSXp8Sz, 5693865]
[paragraph, [778.0, 378.0, 309.0, 18.0], ad2xSXp8Sz, 5693865]
[paragraph, [86.0, 345.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 363.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 381.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 399.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 417.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 435.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 453.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 471.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 489.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 507.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 525.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 543.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 561.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 579.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 597.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 615.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 633.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 651.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 669.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 687.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 705.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 723.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 741.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 759.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 777.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 795.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 813.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 831.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 849.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 867.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 885.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 903.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 921.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 939.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 957.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 975.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 993.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1011.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1029.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1047.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1065.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1083.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1101.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1119.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1137.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1155.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1173.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1191.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1209.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [86.0, 1227.0, 336.0, 18.0], znbStvhlEn, 5693865]
[paragraph, [781.0, 411.0, 305.0, 18.0], asK5jH3yKz, 5693865]
[paragraph, [781.0, 429.0, 305.0, 18.0], asK5jH3yKz, 5693865]
[paragraph, [776.0, 469.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 487.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 505.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 523.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 541.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 559.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 577.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 595.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 613.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 631.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 649.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 667.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 685.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 703.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 721.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[paragraph, [776.0, 739.0, 318.0, 18.0], GPDe4TYJa5, 5693865]
[figure-caption, [530.0, 684.0, 130.0, 18.0], Dlt4toOc9h, 5693865]
[paragraph, [443.0, 712.0, 309.0, 18.0], GuTTLuZtNT, 5693865]
[paragraph, [443.0, 730.0, 309.0, 18.0], GuTTLuZtNT, 5693865]
[paragraph, [443.0, 748.0, 309.0, 18.0], GuTTLuZtNT, 5693865]
[paragraph, [443.0, 766.0, 309.0, 18.0], GuTTLuZtNT, 5693865]
[paragraph, [443.0, 784.0, 309.0, 18.0], GuTTLuZtNT, 5693865]
[paragraph, [783.0, 791.0, 314.0, 18.0], yl9q1XlEsA, 5693865]
[paragraph, [783.0, 809.0, 314.0, 18.0], yl9q1XlEsA, 5693865]
[paragraph, [783.0, 827.0, 314.0, 18.0], yl9q1XlEsA, 5693865]
[paragraph, [783.0, 845.0, 314.0, 18.0], yl9q1XlEsA, 5693865]
[paragraph, [783.0, 863.0, 314.0, 18.0], yl9q1XlEsA, 5693865]
[paragraph, [443.0, 826.0, 317.0, 18.0], b9V7ZBN7J6, 5693865]
[paragraph, [443.0, 844.0, 317.0, 18.0], b9V7ZBN7J6, 5693865]
[paragraph, [443.0, 862.0, 317.0, 18.0], b9V7ZBN7J6, 5693865]
[paragraph, [443.0, 880.0, 317.0, 18.0], b9V7ZBN7J6, 5693865]
[paragraph, [786.0, 939.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 957.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 975.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 993.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 1011.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 1029.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 1047.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 1065.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 1083.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 1101.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 1119.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
[paragraph, [786.0, 1137.0, 318.0, 18.0], Qtu8nqgW49, 5693865]
