[1625, 1211]
[headline, [101.0, 85.0, 972.0, 37.5], shoonya_3s0DP36TMG2KIB, 5742839]
[headline, [101.0, 122.5, 972.0, 37.5], shoonya_3s0DP36TMG2KIB, 5742839]
[paragraph, [780.0, 201.0, 344.0, 36.0], 0XvFKfCWUr, 5742839]
[paragraph, [780.0, 237.0, 344.0, 36.0], 0XvFKfCWUr, 5742839]
[paragraph, [780.0, 273.0, 344.0, 36.0], 0XvFKfCWUr, 5742839]
[paragraph, [780.0, 309.0, 344.0, 36.0], 0XvFKfCWUr, 5742839]
[paragraph, [427.0, 205.0, 338.0, 36.0], AXNVnrAnHj, 5742839]
[paragraph, [427.0, 241.0, 338.0, 36.0], AXNVnrAnHj, 5742839]
[paragraph, [427.0, 277.0, 338.0, 36.0], AXNVnrAnHj, 5742839]
[paragraph, [427.0, 313.0, 338.0, 36.0], AXNVnrAnHj, 5742839]
[paragraph, [427.0, 349.0, 338.0, 36.0], AXNVnrAnHj, 5742839]
[paragraph, [427.0, 385.0, 338.0, 36.0], AXNVnrAnHj, 5742839]
[paragraph, [77.0, 217.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 253.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 289.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 325.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 361.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 397.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 433.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 469.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 505.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 541.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 577.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 613.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 649.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [77.0, 685.0, 329.0, 36.0], hz82uDZAIS, 5742839]
[paragraph, [786.0, 387.0, 338.0, 36.0], shoonya_5sMNINWC8Z9EYJ, 5742839]
[paragraph, [786.0, 423.0, 338.0, 36.0], shoonya_5sMNINWC8Z9EYJ, 5742839]
[paragraph, [786.0, 459.0, 338.0, 36.0], shoonya_5sMNINWC8Z9EYJ, 5742839]
[paragraph, [786.0, 495.0, 338.0, 36.0], shoonya_5sMNINWC8Z9EYJ, 5742839]
[paragraph, [786.0, 531.0, 338.0, 36.0], shoonya_5sMNINWC8Z9EYJ, 5742839]
[paragraph, [786.0, 567.0, 338.0, 36.0], shoonya_5sMNINWC8Z9EYJ, 5742839]
[paragraph, [786.0, 603.0, 338.0, 36.0], shoonya_5sMNINWC8Z9EYJ, 5742839]
[paragraph, [433.0, 467.0, 332.0, 36.0], shoonya_0sYWV0F8C2K5P9, 5742839]
[paragraph, [433.0, 503.0, 332.0, 36.0], shoonya_0sYWV0F8C2K5P9, 5742839]
[paragraph, [433.0, 539.0, 332.0, 36.0], shoonya_0sYWV0F8C2K5P9, 5742839]
[paragraph, [433.0, 575.0, 332.0, 36.0], shoonya_0sYWV0F8C2K5P9, 5742839]
[paragraph, [433.0, 611.0, 332.0, 36.0], shoonya_0sYWV0F8C2K5P9, 5742839]
[paragraph, [433.0, 647.0, 332.0, 36.0], shoonya_0sYWV0F8C2K5P9, 5742839]
[paragraph, [433.0, 683.0, 332.0, 36.0], shoonya_0sYWV0F8C2K5P9, 5742839]
[paragraph, [433.0, 719.0, 332.0, 36.0], shoonya_0sYWV0F8C2K5P9, 5742839]
[paragraph, [792.0, 666.0, 351.0, 36.0], shoonya_1sKGR1TMPZGZNG, 5742839]
[paragraph, [792.0, 702.0, 351.0, 36.0], shoonya_1sKGR1TMPZGZNG, 5742839]
[paragraph, [792.0, 738.0, 351.0, 36.0], shoonya_1sKGR1TMPZGZNG, 5742839]
[paragraph, [792.0, 774.0, 351.0, 36.0], shoonya_1sKGR1TMPZGZNG, 5742839]
[paragraph, [792.0, 810.0, 351.0, 36.0], shoonya_1sKGR1TMPZGZNG, 5742839]
[paragraph, [792.0, 846.0, 351.0, 36.0], shoonya_1sKGR1TMPZGZNG, 5742839]
[paragraph, [792.0, 882.0, 351.0, 36.0], shoonya_1sKGR1TMPZGZNG, 5742839]
[paragraph, [792.0, 918.0, 351.0, 36.0], shoonya_1sKGR1TMPZGZNG, 5742839]
[paragraph, [83.0, 766.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 802.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 838.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 874.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 910.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 946.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 982.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 1018.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 1054.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 1090.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[paragraph, [83.0, 1126.0, 326.0, 36.0], EyvR9SR0-o, 5742839]
[author, [503.0, 802.0, 190.0, 36.0], Q5gYeJ4oSG, 5742839]
[paragraph, [441.0, 873.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 909.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 945.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 981.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1017.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1053.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1089.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1125.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1161.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1197.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1233.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1269.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1305.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1341.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1377.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1413.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [441.0, 1449.0, 346.0, 36.0], 5U5MNO28Bd, 5742839]
[paragraph, [799.0, 981.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1017.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1053.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1089.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1125.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1161.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1197.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1233.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1269.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1305.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1341.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1377.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1413.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [799.0, 1449.0, 342.0, 36.0], shoonya_2s5STKBTVLRTWR, 5742839]
[paragraph, [86.0, 1188.0, 334.0, 36.0], iWvY3wbOZn, 5742839]
[paragraph, [86.0, 1224.0, 334.0, 36.0], iWvY3wbOZn, 5742839]
[paragraph, [86.0, 1260.0, 334.0, 36.0], iWvY3wbOZn, 5742839]
[paragraph, [86.0, 1296.0, 334.0, 36.0], iWvY3wbOZn, 5742839]
[paragraph, [86.0, 1332.0, 334.0, 36.0], iWvY3wbOZn, 5742839]
[paragraph, [86.0, 1368.0, 334.0, 36.0], iWvY3wbOZn, 5742839]
[paragraph, [86.0, 1404.0, 334.0, 36.0], iWvY3wbOZn, 5742839]
[paragraph, [86.0, 1440.0, 334.0, 36.0], iWvY3wbOZn, 5742839]
[footnote, [740.0, 1572.0, 393.0, 36.0], CvVWrPUM75, 5742839]
