[2234, 1660]
[flag, [720.0, 9.0, 320.0, 36.0], shoonya_10s3YEVAA1KZF5, 5654265]
[flag, [720.0, 45.0, 320.0, 36.0], shoonya_10s3YEVAA1KZF5, 5654265]
[flag, [720.0, 81.0, 320.0, 36.0], shoonya_10s3YEVAA1KZF5, 5654265]
[flag, [720.0, 117.0, 320.0, 36.0], shoonya_10s3YEVAA1KZF5, 5654265]
[flag, [720.0, 153.0, 320.0, 36.0], shoonya_10s3YEVAA1KZF5, 5654265]
[flag, [720.0, 189.0, 320.0, 36.0], shoonya_10s3YEVAA1KZF5, 5654265]
[folio, [134.0, 174.0, 313.0, 36.0], b3BsPGDg7j, 5654265]
[folio, [134.0, 210.0, 313.0, 36.0], b3BsPGDg7j, 5654265]
[paragraph, [885.0, 254.0, 751.0, 36.0], shoonya_6sUW0JKSZGIUVJ, 5654265]
[paragraph, [885.0, 290.0, 751.0, 36.0], shoonya_6sUW0JKSZGIUVJ, 5654265]
[paragraph, [885.0, 326.0, 751.0, 36.0], shoonya_6sUW0JKSZGIUVJ, 5654265]
[paragraph, [885.0, 362.0, 751.0, 36.0], shoonya_6sUW0JKSZGIUVJ, 5654265]
[paragraph, [118.0, 270.0, 752.0, 36.0], shoonya_3sT13QHGB2EPYE, 5654265]
[paragraph, [118.0, 306.0, 752.0, 36.0], shoonya_3sT13QHGB2EPYE, 5654265]
[paragraph, [118.0, 342.0, 752.0, 36.0], shoonya_3sT13QHGB2EPYE, 5654265]
[paragraph, [118.0, 378.0, 752.0, 36.0], shoonya_3sT13QHGB2EPYE, 5654265]
[paragraph, [118.0, 414.0, 752.0, 36.0], shoonya_3sT13QHGB2EPYE, 5654265]
[paragraph, [118.0, 450.0, 752.0, 36.0], shoonya_3sT13QHGB2EPYE, 5654265]
[paragraph, [118.0, 486.0, 752.0, 36.0], shoonya_3sT13QHGB2EPYE, 5654265]
[section-title, [979.0, 398.0, 595.0, 52.5], AnCbcmcQsn, 5654265]
[paragraph, [886.0, 445.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 481.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 517.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 553.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 589.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 625.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 661.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 697.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 733.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [886.0, 769.0, 757.0, 36.0], shoonya_2s9394XQ1Z1XY8, 5654265]
[paragraph, [125.0, 539.0, 744.0, 36.0], shoonya_4sI2WGT3VZILYI, 5654265]
[paragraph, [125.0, 575.0, 744.0, 36.0], shoonya_4sI2WGT3VZILYI, 5654265]
[paragraph, [125.0, 611.0, 744.0, 36.0], shoonya_4sI2WGT3VZILYI, 5654265]
[paragraph, [125.0, 647.0, 744.0, 36.0], shoonya_4sI2WGT3VZILYI, 5654265]
[paragraph, [125.0, 683.0, 744.0, 36.0], shoonya_4sI2WGT3VZILYI, 5654265]
[paragraph, [125.0, 719.0, 744.0, 36.0], shoonya_4sI2WGT3VZILYI, 5654265]
[paragraph, [125.0, 755.0, 744.0, 36.0], shoonya_4sI2WGT3VZILYI, 5654265]
[paragraph, [98.0, 849.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 885.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 921.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 957.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 993.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1029.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1065.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1101.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1137.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1173.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1209.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1245.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1281.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1317.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1353.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1389.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1425.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1461.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1497.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1533.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1569.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1605.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1641.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1677.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1713.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1749.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1785.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1821.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [98.0, 1857.0, 762.0, 36.0], shoonya_1s9NRF1VX25A9N, 5654265]
[paragraph, [883.0, 861.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 897.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 933.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 969.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1005.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1041.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1077.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1113.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1149.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1185.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1221.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1257.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1293.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1329.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [883.0, 1365.0, 762.0, 36.0], shoonya_0s8W1M9EHIWW5P, 5654265]
[paragraph, [879.0, 1433.0, 764.0, 36.0], shoonya_7sLEFDA6JRKCVE, 5654265]
[paragraph, [879.0, 1469.0, 764.0, 36.0], shoonya_7sLEFDA6JRKCVE, 5654265]
[paragraph, [879.0, 1505.0, 764.0, 36.0], shoonya_7sLEFDA6JRKCVE, 5654265]
[paragraph, [879.0, 1541.0, 764.0, 36.0], shoonya_7sLEFDA6JRKCVE, 5654265]
[paragraph, [879.0, 1577.0, 764.0, 36.0], shoonya_7sLEFDA6JRKCVE, 5654265]
[paragraph, [879.0, 1613.0, 764.0, 36.0], shoonya_7sLEFDA6JRKCVE, 5654265]
[paragraph, [879.0, 1649.0, 764.0, 36.0], shoonya_7sLEFDA6JRKCVE, 5654265]
[paragraph, [879.0, 1685.0, 764.0, 36.0], shoonya_7sLEFDA6JRKCVE, 5654265]
[paragraph, [886.0, 1778.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 1814.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 1850.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 1886.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 1922.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 1958.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 1994.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 2030.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 2066.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [886.0, 2102.0, 759.0, 36.0], shoonya_8sEY1EWUGP9LNX, 5654265]
[paragraph, [81.0, 1932.0, 780.0, 36.0], shoonya_5sH8N3QNQ6OQH6, 5654265]
[paragraph, [81.0, 1968.0, 780.0, 36.0], shoonya_5sH8N3QNQ6OQH6, 5654265]
[paragraph, [81.0, 2004.0, 780.0, 36.0], shoonya_5sH8N3QNQ6OQH6, 5654265]
[paragraph, [81.0, 2040.0, 780.0, 36.0], shoonya_5sH8N3QNQ6OQH6, 5654265]
[paragraph, [81.0, 2076.0, 780.0, 36.0], shoonya_5sH8N3QNQ6OQH6, 5654265]
[folio, [779.0, 2158.0, 173.0, 36.0], shoonya_12sZMZTT797T6A, 5654265]
