[836, 612]
[headline, [189.0, 30.0, 188.0, 25.5], shoonya_0sFTR1N92IAKSD, 6460579]
[headline, [189.0, 55.5, 188.0, 25.5], shoonya_0sFTR1N92IAKSD, 6460579]
[paragraph, [61.0, 88.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 106.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 124.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 142.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 160.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 178.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 196.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 214.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 232.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 250.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 268.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 286.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 304.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 322.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 340.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 358.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [61.0, 376.0, 439.0, 18.0], T3OIy7UyPj, 6460579]
[paragraph, [112.0, 393.0, 331.0, 18.0], FHblk8XNxl, 6460579]
[paragraph, [112.0, 411.0, 331.0, 18.0], FHblk8XNxl, 6460579]
[paragraph, [112.0, 429.0, 331.0, 18.0], FHblk8XNxl, 6460579]
[paragraph, [61.0, 451.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 469.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 487.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 505.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 523.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 541.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 559.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 577.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 595.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 613.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 631.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 649.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 667.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 685.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [61.0, 703.0, 440.0, 18.0], 7-GT8VWYBT, 6460579]
[paragraph, [68.0, 727.0, 443.0, 18.0], VtH3z-gWLH, 6460579]
[paragraph, [68.0, 745.0, 443.0, 18.0], VtH3z-gWLH, 6460579]
[paragraph, [68.0, 763.0, 443.0, 18.0], VtH3z-gWLH, 6460579]
