[2339, 1653]
[paragraph, [247.0, 247.0, 1151.0, 36.0], shoonya_2sE0RZMFPBURS0, 5686705]
[paragraph, [247.0, 283.0, 1151.0, 36.0], shoonya_2sE0RZMFPBURS0, 5686705]
[paragraph, [247.0, 319.0, 1151.0, 36.0], shoonya_2sE0RZMFPBURS0, 5686705]
[paragraph, [249.0, 386.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 422.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 458.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 494.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 530.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 566.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 602.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 638.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 674.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 710.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 746.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 782.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 818.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 854.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 890.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 926.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 962.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 998.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 1034.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 1070.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 1106.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [249.0, 1142.0, 1153.0, 36.0], shoonya_1s1FHS88W2LQW2, 5686705]
[paragraph, [248.0, 1220.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1256.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1292.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1328.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1364.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1400.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1436.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1472.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1508.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1544.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1580.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1616.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1652.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1688.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1724.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1760.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1796.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1832.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1868.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1904.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1940.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
[paragraph, [248.0, 1976.0, 1154.0, 36.0], shoonya_0sB4GMD3CJ5UDV, 5686705]
