[1320, 1176]
[folio, [72.0, 54.0, 191.0, 18.0], 0uyD3d_akw, 5694047]
[folio, [72.0, 72.0, 191.0, 18.0], 0uyD3d_akw, 5694047]
[folio, [72.0, 90.0, 191.0, 18.0], 0uyD3d_akw, 5694047]
[folio, [72.0, 108.0, 191.0, 18.0], 0uyD3d_akw, 5694047]
[folio, [72.0, 126.0, 191.0, 18.0], 0uyD3d_akw, 5694047]
[folio, [72.0, 144.0, 191.0, 18.0], 0uyD3d_akw, 5694047]
[paragraph, [413.0, 179.0, 326.0, 18.0], 70VPTa_H2g, 5694047]
[paragraph, [413.0, 197.0, 326.0, 18.0], 70VPTa_H2g, 5694047]
[paragraph, [413.0, 215.0, 326.0, 18.0], 70VPTa_H2g, 5694047]
[paragraph, [413.0, 233.0, 326.0, 18.0], 70VPTa_H2g, 5694047]
[paragraph, [413.0, 251.0, 326.0, 18.0], 70VPTa_H2g, 5694047]
[paragraph, [413.0, 269.0, 326.0, 18.0], 70VPTa_H2g, 5694047]
[paragraph, [413.0, 287.0, 326.0, 18.0], 70VPTa_H2g, 5694047]
[paragraph, [753.0, 179.0, 324.0, 18.0], ZGG-Zp24Px, 5694047]
[paragraph, [753.0, 197.0, 324.0, 18.0], ZGG-Zp24Px, 5694047]
[section-title, [83.0, 186.0, 315.0, 30.0], m0w3q87Cw1, 5694047]
[section-title, [83.0, 216.0, 315.0, 30.0], m0w3q87Cw1, 5694047]
[section-title, [83.0, 246.0, 315.0, 30.0], m0w3q87Cw1, 5694047]
[section-title, [83.0, 276.0, 315.0, 30.0], m0w3q87Cw1, 5694047]
[paragraph, [754.0, 253.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 271.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 289.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 307.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 325.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 343.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 361.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 379.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 397.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 415.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 433.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 451.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 469.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 487.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 505.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 523.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 541.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[paragraph, [754.0, 559.0, 326.0, 18.0], yuSFGsYcA9, 5694047]
[sub-section-title, [69.0, 332.0, 336.0, 25.5], -1yzmv21yd, 5694047]
[paragraph, [67.0, 387.0, 337.0, 18.0], shoonya_0sSU93CVWYVLYD, 5694047]
[paragraph, [67.0, 405.0, 337.0, 18.0], shoonya_0sSU93CVWYVLYD, 5694047]
[paragraph, [67.0, 423.0, 337.0, 18.0], shoonya_0sSU93CVWYVLYD, 5694047]
[paragraph, [67.0, 441.0, 337.0, 18.0], shoonya_0sSU93CVWYVLYD, 5694047]
[paragraph, [67.0, 459.0, 337.0, 18.0], shoonya_0sSU93CVWYVLYD, 5694047]
[paragraph, [67.0, 477.0, 337.0, 18.0], shoonya_0sSU93CVWYVLYD, 5694047]
[paragraph, [67.0, 495.0, 337.0, 18.0], shoonya_0sSU93CVWYVLYD, 5694047]
[paragraph, [66.0, 525.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 543.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 561.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 579.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 597.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 615.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 633.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 651.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 669.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 687.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[paragraph, [66.0, 705.0, 341.0, 18.0], Ha7mZZvJda, 5694047]
[author, [505.0, 550.0, 143.0, 18.0], jpCLhvBB58, 5694047]
[paragraph, [416.0, 578.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 596.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 614.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 632.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 650.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 668.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 686.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 704.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 722.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 740.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 758.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [416.0, 776.0, 327.0, 18.0], fh6En-WKKD, 5694047]
[paragraph, [69.0, 723.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 741.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 759.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 777.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 795.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 813.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 831.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 849.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 867.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 885.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 903.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [69.0, 921.0, 333.0, 18.0], vgvEHNGhmd, 5694047]
[paragraph, [413.0, 826.0, 327.0, 18.0], O_fc4J8fUw, 5694047]
[paragraph, [413.0, 844.0, 327.0, 18.0], O_fc4J8fUw, 5694047]
[paragraph, [413.0, 862.0, 327.0, 18.0], O_fc4J8fUw, 5694047]
[paragraph, [413.0, 880.0, 327.0, 18.0], O_fc4J8fUw, 5694047]
[paragraph, [413.0, 898.0, 327.0, 18.0], O_fc4J8fUw, 5694047]
[paragraph, [413.0, 916.0, 327.0, 18.0], O_fc4J8fUw, 5694047]
[paragraph, [413.0, 934.0, 327.0, 18.0], O_fc4J8fUw, 5694047]
[paragraph, [413.0, 952.0, 327.0, 18.0], O_fc4J8fUw, 5694047]
[paragraph, [69.0, 949.0, 333.0, 18.0], 5KwTSlnkCh, 5694047]
[paragraph, [69.0, 967.0, 333.0, 18.0], 5KwTSlnkCh, 5694047]
[paragraph, [69.0, 985.0, 333.0, 18.0], 5KwTSlnkCh, 5694047]
[paragraph, [69.0, 1003.0, 333.0, 18.0], 5KwTSlnkCh, 5694047]
[paragraph, [69.0, 1021.0, 333.0, 18.0], 5KwTSlnkCh, 5694047]
[paragraph, [69.0, 1039.0, 333.0, 18.0], 5KwTSlnkCh, 5694047]
[paragraph, [413.0, 1004.0, 327.0, 18.0], ZF_abo_i9G, 5694047]
[paragraph, [413.0, 1022.0, 327.0, 18.0], ZF_abo_i9G, 5694047]
[paragraph, [413.0, 1040.0, 327.0, 18.0], ZF_abo_i9G, 5694047]
[paragraph, [413.0, 1058.0, 327.0, 18.0], ZF_abo_i9G, 5694047]
[paragraph, [413.0, 1076.0, 327.0, 18.0], ZF_abo_i9G, 5694047]
[paragraph, [413.0, 1094.0, 327.0, 18.0], ZF_abo_i9G, 5694047]
[paragraph, [413.0, 1112.0, 327.0, 18.0], ZF_abo_i9G, 5694047]
[paragraph, [413.0, 1130.0, 327.0, 18.0], ZF_abo_i9G, 5694047]
[paragraph, [416.0, 1161.0, 329.0, 18.0], Cuz54ZmkB7, 5694047]
[paragraph, [416.0, 1179.0, 329.0, 18.0], Cuz54ZmkB7, 5694047]
[paragraph, [416.0, 1197.0, 329.0, 18.0], Cuz54ZmkB7, 5694047]
[paragraph, [416.0, 1215.0, 329.0, 18.0], Cuz54ZmkB7, 5694047]
[paragraph, [416.0, 1233.0, 329.0, 18.0], Cuz54ZmkB7, 5694047]
