[2339, 1653]
[paragraph, [225.0, 205.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [225.0, 241.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [225.0, 277.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [225.0, 313.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [225.0, 349.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [225.0, 385.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [225.0, 421.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [225.0, 457.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [225.0, 493.0, 1208.0, 36.0], shoonya_0sLYS76RJ4TKU8, 5685981]
[paragraph, [226.0, 575.0, 1210.0, 36.0], shoonya_2sDPGR46E4PWYB, 5685981]
[paragraph, [226.0, 611.0, 1210.0, 36.0], shoonya_2sDPGR46E4PWYB, 5685981]
[paragraph, [226.0, 647.0, 1210.0, 36.0], shoonya_2sDPGR46E4PWYB, 5685981]
[paragraph, [226.0, 683.0, 1210.0, 36.0], shoonya_2sDPGR46E4PWYB, 5685981]
[paragraph, [226.0, 719.0, 1210.0, 36.0], shoonya_2sDPGR46E4PWYB, 5685981]
[paragraph, [226.0, 755.0, 1210.0, 36.0], shoonya_2sDPGR46E4PWYB, 5685981]
[paragraph, [226.0, 791.0, 1210.0, 36.0], shoonya_2sDPGR46E4PWYB, 5685981]
[paragraph, [221.0, 878.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 914.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 950.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 986.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1022.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1058.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1094.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1130.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1166.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1202.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1238.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1274.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1310.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1346.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1382.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1418.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1454.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1490.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1526.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1562.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1598.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1634.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1670.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1706.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1742.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1778.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1814.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1850.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1886.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1922.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1958.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 1994.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 2030.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 2066.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
[paragraph, [221.0, 2102.0, 1219.0, 36.0], shoonya_1sK66GPUFDVUTA, 5685981]
