[945, 650]
[author, [196.0, 6.0, 229.0, 18.0], rPC3b1m81Z, 5740244]
[author, [196.0, 24.0, 229.0, 18.0], rPC3b1m81Z, 5740244]
[chapter-title, [138.0, 55.0, 352.0, 30.0], shoonya_0sIO3SIPIU2WQS, 5740244]
[chapter-title, [138.0, 85.0, 352.0, 30.0], shoonya_0sIO3SIPIU2WQS, 5740244]
[chapter-title, [138.0, 115.0, 352.0, 30.0], shoonya_0sIO3SIPIU2WQS, 5740244]
[chapter-title, [138.0, 145.0, 352.0, 30.0], shoonya_0sIO3SIPIU2WQS, 5740244]
[section-title, [143.0, 193.0, 334.0, 30.0], zvAi5izl4z, 5740244]
[contact-info, [137.0, 305.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 323.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 341.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 359.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 377.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 395.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 413.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 431.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 449.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 467.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [137.0, 485.0, 349.0, 18.0], shoonya_1sIBEH172CJ8YA, 5740244]
[contact-info, [194.0, 546.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 564.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 582.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 600.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 618.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 636.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 654.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 672.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 690.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 708.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[contact-info, [194.0, 726.0, 256.0, 18.0], CVIEBuBieE, 5740244]
[folio, [220.0, 777.0, 199.0, 18.0], EtqCodEpnN, 5740244]
[folio, [220.0, 795.0, 199.0, 18.0], EtqCodEpnN, 5740244]
[folio, [220.0, 813.0, 199.0, 18.0], EtqCodEpnN, 5740244]
[folio, [220.0, 831.0, 199.0, 18.0], EtqCodEpnN, 5740244]
[folio, [196.0, 904.0, 244.0, 18.0], U_H54LX0Ut, 5740244]
[footnote, [320.0, 915.0, 242.0, 18.0], Ko7wlEWVeX, 5740244]
