[1282, 869]
[chapter-title, [407.0, 60.0, 177.0, 30.0], shoonya_8sEIOV0F7ER5Q4, 5776610]
[paragraph, [177.0, 101.0, 637.0, 18.0], shoonya_19sW4J1R1Y0I0F, 5776610]
[paragraph, [177.0, 119.0, 637.0, 18.0], shoonya_19sW4J1R1Y0I0F, 5776610]
[paragraph, [177.0, 137.0, 637.0, 18.0], shoonya_19sW4J1R1Y0I0F, 5776610]
[paragraph, [177.0, 155.0, 637.0, 18.0], shoonya_19sW4J1R1Y0I0F, 5776610]
[paragraph, [198.0, 176.0, 619.0, 18.0], WNpwaHb8n7, 5776610]
[paragraph, [198.0, 194.0, 619.0, 18.0], WNpwaHb8n7, 5776610]
[paragraph, [197.0, 221.0, 546.0, 18.0], xBMcuQ79Hw, 5776610]
[paragraph, [177.0, 250.0, 641.0, 18.0], shoonya_17sZI6K2R9EIN6, 5776610]
[paragraph, [177.0, 268.0, 641.0, 18.0], shoonya_17sZI6K2R9EIN6, 5776610]
[paragraph, [178.0, 303.0, 637.0, 18.0], shoonya_1s3TE4NJ6VZJZE, 5776610]
[paragraph, [178.0, 321.0, 637.0, 18.0], shoonya_1s3TE4NJ6VZJZE, 5776610]
[paragraph, [178.0, 339.0, 637.0, 18.0], shoonya_1s3TE4NJ6VZJZE, 5776610]
[paragraph, [178.0, 357.0, 637.0, 18.0], shoonya_1s3TE4NJ6VZJZE, 5776610]
[paragraph, [178.0, 375.0, 637.0, 18.0], shoonya_1s3TE4NJ6VZJZE, 5776610]
[paragraph, [202.0, 403.0, 459.0, 18.0], shoonya_6sCJOCSFJKY0EH, 5776610]
[paragraph, [202.0, 429.0, 184.0, 18.0], shoonya_4sTVQ9Z5O5Z9B1, 5776610]
[paragraph, [201.0, 453.0, 340.0, 18.0], shoonya_5s1RFZYJH9TRCX, 5776610]
[paragraph, [200.0, 479.0, 516.0, 18.0], shoonya_7sNKED8I8FK6PC, 5776610]
[paragraph, [192.0, 505.0, 565.0, 18.0], shoonya_10sC0SBFMPY92E, 5776610]
[paragraph, [175.0, 530.0, 636.0, 18.0], shoonya_16s9HOHAXL0O01, 5776610]
[paragraph, [175.0, 548.0, 636.0, 18.0], shoonya_16s9HOHAXL0O01, 5776610]
[paragraph, [175.0, 566.0, 636.0, 18.0], shoonya_16s9HOHAXL0O01, 5776610]
[paragraph, [190.0, 580.0, 453.0, 18.0], shoonya_14s20MNR5M7GKF, 5776610]
[paragraph, [181.0, 605.0, 634.0, 18.0], shoonya_22sBAEGLS5R4T7, 5776610]
[paragraph, [181.0, 623.0, 634.0, 18.0], shoonya_22sBAEGLS5R4T7, 5776610]
[paragraph, [193.0, 655.0, 373.0, 18.0], shoonya_18sKKU4A49JG3R, 5776610]
[paragraph, [181.0, 683.0, 632.0, 18.0], shoonya_12sF3CYW1FKWFW, 5776610]
[paragraph, [181.0, 701.0, 632.0, 18.0], shoonya_12sF3CYW1FKWFW, 5776610]
[paragraph, [181.0, 719.0, 632.0, 18.0], shoonya_12sF3CYW1FKWFW, 5776610]
[paragraph, [181.0, 737.0, 632.0, 18.0], shoonya_12sF3CYW1FKWFW, 5776610]
[paragraph, [183.0, 755.0, 630.0, 18.0], shoonya_2sIRQQPAIHBD1J, 5776610]
[paragraph, [183.0, 773.0, 630.0, 18.0], shoonya_2sIRQQPAIHBD1J, 5776610]
[paragraph, [183.0, 791.0, 630.0, 18.0], shoonya_2sIRQQPAIHBD1J, 5776610]
[paragraph, [183.0, 809.0, 630.0, 18.0], shoonya_2sIRQQPAIHBD1J, 5776610]
[paragraph, [183.0, 831.0, 632.0, 18.0], shoonya_0sTPWKHE9R83D3, 5776610]
[paragraph, [183.0, 849.0, 632.0, 18.0], shoonya_0sTPWKHE9R83D3, 5776610]
[paragraph, [183.0, 867.0, 632.0, 18.0], shoonya_0sTPWKHE9R83D3, 5776610]
[paragraph, [183.0, 885.0, 632.0, 18.0], shoonya_0sTPWKHE9R83D3, 5776610]
[paragraph, [200.0, 907.0, 399.0, 18.0], shoonya_3s14J1I57KIR1F, 5776610]
[paragraph, [186.0, 931.0, 626.0, 18.0], shoonya_11sNFL1EV8M4VP, 5776610]
[paragraph, [186.0, 949.0, 626.0, 18.0], shoonya_11sNFL1EV8M4VP, 5776610]
[paragraph, [186.0, 967.0, 626.0, 18.0], shoonya_11sNFL1EV8M4VP, 5776610]
[paragraph, [186.0, 985.0, 626.0, 18.0], shoonya_11sNFL1EV8M4VP, 5776610]
[paragraph, [194.0, 1002.0, 549.0, 18.0], shoonya_9s7N6EYYQ1I0OU, 5776610]
[paragraph, [202.0, 1032.0, 426.0, 18.0], shoonya_15sE6RBDM6IZJL, 5776610]
[paragraph, [205.0, 1058.0, 437.0, 18.0], shoonya_13sXLUKW6SLI9H, 5776610]
[paragraph, [205.0, 1083.0, 425.0, 18.0], shoonya_21s1XCPSBQ22LG, 5776610]
