[2339, 1653]
[paragraph, [333.0, 164.0, 712.0, 36.0], shoonya_4s01TA3JFCE5LX, 5733853]
[paragraph, [325.0, 220.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 256.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 292.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 328.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 364.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 400.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 436.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 472.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 508.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 544.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 580.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 616.0, 1138.0, 36.0], shoonya_2sDZYBF9GZDUAF, 5733853]
[paragraph, [325.0, 667.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 703.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 739.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 775.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 811.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 847.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 883.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 919.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 955.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [325.0, 991.0, 1136.0, 36.0], shoonya_1s4CJDFC69OVA0, 5733853]
[paragraph, [318.0, 1054.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1090.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1126.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1162.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1198.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1234.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1270.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1306.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1342.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1378.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1414.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1450.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1486.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1522.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1558.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1594.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1630.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1666.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1702.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1738.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1774.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1810.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1846.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1882.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1918.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1954.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 1990.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 2026.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
[paragraph, [318.0, 2062.0, 1147.0, 36.0], shoonya_0s95AWJUN3E984, 5733853]
