[1755, 1240]
[placeholder-text, [679.0, 180.0, 453.0, 18.0], E-nthbVQZH, 5773425]
[placeholder-text, [679.0, 198.0, 453.0, 18.0], E-nthbVQZH, 5773425]
[placeholder-text, [89.0, 218.0, 527.0, 18.0], shoonya_3sK83FQ4F2ZW16, 5773425]
[placeholder-text, [675.0, 232.0, 447.0, 18.0], USzgSyX3Rj, 5773425]
[placeholder-text, [675.0, 250.0, 447.0, 18.0], USzgSyX3Rj, 5773425]
[placeholder-text, [675.0, 268.0, 447.0, 18.0], USzgSyX3Rj, 5773425]
[placeholder-text, [86.0, 248.0, 525.0, 18.0], shoonya_0s6L1AX391R1KU, 5773425]
[placeholder-text, [95.0, 279.0, 524.0, 18.0], shoonya_4sLJV93VELALLG, 5773425]
[placeholder-text, [660.0, 294.0, 471.0, 18.0], shoonya_11s4MSTR1Q3AES, 5773425]
[placeholder-text, [660.0, 312.0, 471.0, 18.0], shoonya_11s4MSTR1Q3AES, 5773425]
[placeholder-text, [660.0, 330.0, 471.0, 18.0], shoonya_11s4MSTR1Q3AES, 5773425]
[placeholder-text, [100.0, 316.0, 522.0, 18.0], 7aS90Ycf_W, 5773425]
[placeholder-text, [673.0, 375.0, 202.0, 18.0], RXgboi0av_, 5773425]
[placeholder-text, [673.0, 393.0, 202.0, 18.0], RXgboi0av_, 5773425]
[folio, [536.0, 417.0, 148.0, 36.0], shoonya_2s98KCVLW3FHDZ, 5773425]
[folio, [536.0, 453.0, 148.0, 36.0], shoonya_2s98KCVLW3FHDZ, 5773425]
[sidebar, [882.0, 431.0, 225.0, 36.0], T6ojJvkrCf, 5773425]
[ordered-list, [629.0, 566.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 602.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 638.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 674.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 710.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 746.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 782.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 818.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 854.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 890.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 926.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 962.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 998.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1034.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1070.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1106.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1142.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1178.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1214.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1250.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1286.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1322.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1358.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1394.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1430.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1466.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [629.0, 1502.0, 480.0, 36.0], ARpNbxZnNe, 5773425]
[ordered-list, [114.0, 568.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 604.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 640.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 676.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 712.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 748.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 784.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 820.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 856.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 892.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
[ordered-list, [114.0, 928.0, 498.0, 36.0], 5UPu1J20xp, 5773425]
