[2200, 1700]
[section-title, [285.0, 228.0, 482.0, 52.5], shoonya_2sQPPPKWT77HZ8, 5687112]
[paragraph, [277.0, 333.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 369.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 405.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 441.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 477.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 513.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 549.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 585.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 621.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 657.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 693.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 729.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 765.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 801.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 837.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 873.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 909.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 945.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [277.0, 981.0, 1136.0, 36.0], shoonya_0s1FLL9Z01GZQV, 5687112]
[paragraph, [278.0, 1053.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [278.0, 1089.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [278.0, 1125.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [278.0, 1161.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [278.0, 1197.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [278.0, 1233.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [278.0, 1269.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [278.0, 1305.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [278.0, 1341.0, 1140.0, 36.0], shoonya_1sO5K38G07I3IT, 5687112]
[paragraph, [664.0, 1426.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [664.0, 1462.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [664.0, 1498.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [664.0, 1534.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [664.0, 1570.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [664.0, 1606.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [664.0, 1642.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [664.0, 1678.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [664.0, 1714.0, 456.0, 36.0], shoonya_4sG17PWG61CFTE, 5687112]
[paragraph, [668.0, 1771.0, 337.0, 36.0], h41hDzzHLa, 5687112]
[reference, [1012.0, 1775.0, 128.0, 36.0], shoonya_5sJODPZP2SAV7M, 5687112]
