[6000, 4167]
[folio, [1578.0, 635.0, 979.0, 52.5], xD9jhhu8NZ, 5721731]
[folio, [1578.0, 687.5, 979.0, 52.5], xD9jhhu8NZ, 5721731]
[folio, [1578.0, 740.0, 979.0, 52.5], xD9jhhu8NZ, 5721731]
[paragraph, [599.0, 898.0, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 950.5, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1003.0, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1055.5, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1108.0, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1160.5, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1213.0, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1265.5, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1318.0, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1370.5, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [599.0, 1423.0, 2954.0, 52.5], shoonya_3s46VQ6TZF4J68, 5721731]
[paragraph, [602.0, 1654.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 1706.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 1759.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 1811.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 1864.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 1916.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 1969.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2021.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2074.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2126.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2179.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2231.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2284.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2336.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2389.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2441.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2494.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2546.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2599.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2651.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2704.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2756.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2809.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2861.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2914.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 2966.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3019.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3071.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3124.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3176.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3229.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3281.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3334.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3386.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3439.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3491.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3544.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3596.5, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [602.0, 3649.0, 2938.0, 52.5], shoonya_0sDTNE7K3ZM6Z9, 5721731]
[paragraph, [609.0, 3894.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 3946.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 3999.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4051.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4104.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4156.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4209.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4261.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4314.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4366.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4419.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4471.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
