[1461, 1106]
[section-title, [139.0, 106.0, 429.0, 30.0], w_mMWkTRU4, 5759447]
[section-title, [139.0, 136.0, 429.0, 30.0], w_mMWkTRU4, 5759447]
[paragraph, [139.0, 177.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 195.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 213.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 231.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 249.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 267.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 285.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 303.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 321.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 339.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 357.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 375.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 393.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 411.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 429.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 447.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 465.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[paragraph, [139.0, 483.0, 798.0, 18.0], shoonya_5s9I4TB0XUIJ5H, 5759447]
[figure-caption, [612.0, 727.0, 107.0, 18.0], shoonya_2s1K2R1YON6B4H, 5759447]
[figure-caption, [381.0, 737.0, 101.0, 18.0], shoonya_4s2QUXOI1LZ0JJ, 5759447]
[section-title, [116.0, 802.0, 595.0, 30.0], shoonya_7s2LLHY7ZRJE0J, 5759447]
[paragraph, [108.0, 842.0, 867.0, 18.0], Kw4-TwzgR-, 5759447]
[paragraph, [108.0, 860.0, 867.0, 18.0], Kw4-TwzgR-, 5759447]
[paragraph, [108.0, 878.0, 867.0, 18.0], Kw4-TwzgR-, 5759447]
[paragraph, [108.0, 896.0, 867.0, 18.0], Kw4-TwzgR-, 5759447]
[paragraph, [108.0, 914.0, 867.0, 18.0], Kw4-TwzgR-, 5759447]
[paragraph, [108.0, 946.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 964.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 982.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1000.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1018.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1036.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1054.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1072.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1090.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1108.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1126.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1144.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1162.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1180.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1198.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1216.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[paragraph, [108.0, 1234.0, 868.0, 18.0], shoonya_6sMOHPD205DQRC, 5759447]
[folio, [753.0, 1343.0, 152.0, 18.0], Chzq2YtIKB, 5759447]
