[2482, 1755]
[headline, [422.0, 59.0, 944.0, 67.5], shoonya_8sDKXQMN5BOCB2, 6473860]
[headline, [422.0, 126.5, 944.0, 67.5], shoonya_8sDKXQMN5BOCB2, 6473860]
[headline, [422.0, 194.0, 944.0, 67.5], shoonya_8sDKXQMN5BOCB2, 6473860]
[headline, [422.0, 261.5, 944.0, 67.5], shoonya_8sDKXQMN5BOCB2, 6473860]
[headline, [124.0, 964.0, 1494.0, 67.5], shoonya_3sSUDEPFMA0Z4Z, 6473860]
[headline, [124.0, 1031.5, 1494.0, 67.5], shoonya_3sSUDEPFMA0Z4Z, 6473860]
[sub-headline, [394.0, 1142.0, 956.0, 55.5], 5Om3ApVV50, 6473860]
[sub-headline, [394.0, 1197.5, 956.0, 55.5], 5Om3ApVV50, 6473860]
[unordered-list, [101.0, 1307.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1343.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1379.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1415.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1451.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1487.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1523.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1559.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1595.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1631.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1667.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1703.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1739.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1775.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1811.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1847.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1883.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1919.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1955.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 1991.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 2027.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 2063.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 2099.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 2135.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 2171.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 2207.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[unordered-list, [101.0, 2243.0, 825.0, 36.0], shoonya_9s442TRE34TAHK, 6473860]
[contact-info, [122.0, 2363.0, 1518.0, 36.0], shoonya_10sGNKIZKFRH3P, 6473860]
[contact-info, [122.0, 2399.0, 1518.0, 36.0], shoonya_10sGNKIZKFRH3P, 6473860]
