[792, 612]
[paragraph, [159.0, 79.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 97.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 115.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 133.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 151.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 169.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 187.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 205.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 223.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 241.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 259.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 277.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 295.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 313.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 331.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 349.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 367.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 385.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 403.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 421.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 439.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 457.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 475.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 493.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 511.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 529.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 547.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 565.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 583.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 601.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 619.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 637.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 655.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 673.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 691.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 709.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 727.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
[paragraph, [159.0, 745.0, 292.0, 18.0], shoonya_0sICNJWVE2BAVM, 5771067]
