[842, 596]
[section-title, [134.0, 47.0, 345.0, 30.0], R5IrNagdIH, 6490934]
[paragraph, [40.0, 92.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 110.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 128.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 146.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 164.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 182.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 200.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 218.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 236.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 254.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 272.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[paragraph, [40.0, 290.0, 519.0, 18.0], 7_soBd_G_U, 6490934]
[unordered-list, [39.0, 340.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 358.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 376.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 394.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 412.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 430.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 448.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 466.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 484.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 502.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 520.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 538.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 556.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 574.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 592.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 610.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 628.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 646.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 664.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 682.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 700.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
[unordered-list, [39.0, 718.0, 517.0, 18.0], DAWDX7QhZa, 6490934]
