[2250, 1750]
[paragraph, [138.0, 93.0, 727.0, 36.0], shoonya_13sQUB0DSHWD2V, 5752457]
[paragraph, [138.0, 129.0, 727.0, 36.0], shoonya_13sQUB0DSHWD2V, 5752457]
[paragraph, [138.0, 165.0, 727.0, 36.0], shoonya_13sQUB0DSHWD2V, 5752457]
[paragraph, [138.0, 201.0, 727.0, 36.0], shoonya_13sQUB0DSHWD2V, 5752457]
[paragraph, [928.0, 120.0, 745.0, 36.0], shoonya_14s72BWQ9YKC8U, 5752457]
[paragraph, [928.0, 156.0, 745.0, 36.0], shoonya_14s72BWQ9YKC8U, 5752457]
[paragraph, [928.0, 192.0, 745.0, 36.0], shoonya_14s72BWQ9YKC8U, 5752457]
[paragraph, [928.0, 228.0, 745.0, 36.0], shoonya_14s72BWQ9YKC8U, 5752457]
[paragraph, [928.0, 264.0, 745.0, 36.0], shoonya_14s72BWQ9YKC8U, 5752457]
[paragraph, [928.0, 300.0, 745.0, 36.0], shoonya_14s72BWQ9YKC8U, 5752457]
[paragraph, [928.0, 336.0, 745.0, 36.0], shoonya_14s72BWQ9YKC8U, 5752457]
[paragraph, [130.0, 251.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 287.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 323.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 359.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 395.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 431.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 467.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 503.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 539.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 575.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [130.0, 611.0, 747.0, 36.0], shoonya_1sUNUASEB3Q41Q, 5752457]
[paragraph, [930.0, 387.0, 738.0, 36.0], shoonya_10s4NESTIP6B6S, 5752457]
[paragraph, [930.0, 423.0, 738.0, 36.0], shoonya_10s4NESTIP6B6S, 5752457]
[paragraph, [930.0, 459.0, 738.0, 36.0], shoonya_10s4NESTIP6B6S, 5752457]
[paragraph, [930.0, 495.0, 738.0, 36.0], shoonya_10s4NESTIP6B6S, 5752457]
[paragraph, [927.0, 564.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [927.0, 600.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [927.0, 636.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [927.0, 672.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [927.0, 708.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [927.0, 744.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [927.0, 780.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [927.0, 816.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [927.0, 852.0, 752.0, 36.0], shoonya_6sDO4E46M0T8TN, 5752457]
[paragraph, [135.0, 703.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 739.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 775.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 811.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 847.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 883.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 919.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 955.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 991.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 1027.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 1063.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [135.0, 1099.0, 736.0, 36.0], shoonya_2sZA4GXAZD82WP, 5752457]
[paragraph, [925.0, 922.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [925.0, 958.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [925.0, 994.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [925.0, 1030.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [925.0, 1066.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [925.0, 1102.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [925.0, 1138.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [925.0, 1174.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [925.0, 1210.0, 748.0, 36.0], shoonya_7sV2A44MI7LWKJ, 5752457]
[paragraph, [133.0, 1182.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1218.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1254.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1290.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1326.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1362.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1398.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1434.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1470.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [133.0, 1506.0, 737.0, 36.0], shoonya_0s1SENK8OKQTIW, 5752457]
[paragraph, [925.0, 1273.0, 546.0, 36.0], shoonya_8s2T9XUDM2253P, 5752457]
[paragraph, [925.0, 1346.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [925.0, 1382.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [925.0, 1418.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [925.0, 1454.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [925.0, 1490.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [925.0, 1526.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [925.0, 1562.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [925.0, 1598.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [925.0, 1634.0, 747.0, 36.0], shoonya_5s88RXBMXON2ND, 5752457]
[paragraph, [135.0, 1587.0, 733.0, 36.0], shoonya_12sYRNGTMLGSXV, 5752457]
[paragraph, [135.0, 1623.0, 733.0, 36.0], shoonya_12sYRNGTMLGSXV, 5752457]
[paragraph, [135.0, 1659.0, 733.0, 36.0], shoonya_12sYRNGTMLGSXV, 5752457]
[paragraph, [135.0, 1695.0, 733.0, 36.0], shoonya_12sYRNGTMLGSXV, 5752457]
[paragraph, [930.0, 1700.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
