[2339, 1656]
[section-title, [736.0, 206.0, 374.0, 52.5], 5zNXuW2Jo6, 5731793]
[paragraph, [288.0, 650.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 686.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 722.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 758.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 794.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 830.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 866.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 902.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 938.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 974.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1010.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1046.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1082.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1118.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1154.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1190.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1226.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1262.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1298.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1334.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1370.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1406.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1442.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1478.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1514.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1550.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1586.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1622.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1658.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1694.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1730.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1766.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1802.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1838.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1874.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1910.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1946.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
[paragraph, [288.0, 1982.0, 1184.0, 36.0], shoonya_0sA5RKM372ABWQ, 5731793]
