[2200, 1700]
[paragraph, [377.0, 97.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 133.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 169.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 205.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 241.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 277.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 313.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 349.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 385.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 421.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 457.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 493.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 529.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 565.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 601.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 637.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 673.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 709.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 745.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 781.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 817.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 853.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 889.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[paragraph, [377.0, 925.0, 1111.0, 36.0], shoonya_1sKB4X895JX07N, 5731518]
[section-title, [420.0, 983.0, 634.0, 52.5], tr5Grv3SjA, 5731518]
[paragraph, [384.0, 1055.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1091.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1127.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1163.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1199.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1235.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1271.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1307.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1343.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1379.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1415.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1451.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1487.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1523.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1559.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1595.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1631.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1667.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1703.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1739.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1775.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1811.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1847.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1883.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[paragraph, [384.0, 1919.0, 1097.0, 36.0], shoonya_0sQ8WPFJTGJ8YX, 5731518]
[folio, [396.0, 2051.0, 350.0, 36.0], OYPZBxbEB5, 5731518]
