[2337, 1642]
[paragraph, [144.0, 157.0, 1329.0, 36.0], shoonya_5sKSOMGLAWN4XD, 5752653]
[paragraph, [144.0, 193.0, 1329.0, 36.0], shoonya_5sKSOMGLAWN4XD, 5752653]
[paragraph, [144.0, 229.0, 1329.0, 36.0], shoonya_5sKSOMGLAWN4XD, 5752653]
[paragraph, [144.0, 265.0, 1329.0, 36.0], shoonya_5sKSOMGLAWN4XD, 5752653]
[paragraph, [131.0, 326.0, 1364.0, 36.0], qkgseZbV2p, 5752653]
[paragraph, [131.0, 362.0, 1364.0, 36.0], qkgseZbV2p, 5752653]
[paragraph, [131.0, 398.0, 1364.0, 36.0], qkgseZbV2p, 5752653]
[paragraph, [131.0, 434.0, 1364.0, 36.0], qkgseZbV2p, 5752653]
[paragraph, [131.0, 470.0, 1364.0, 36.0], qkgseZbV2p, 5752653]
[paragraph, [131.0, 506.0, 1364.0, 36.0], qkgseZbV2p, 5752653]
[paragraph, [147.0, 602.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 638.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 674.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 710.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 746.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 782.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 818.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 854.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 890.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [147.0, 926.0, 1332.0, 36.0], shoonya_2sFTZE8SMTNY9O, 5752653]
[paragraph, [121.0, 998.0, 1341.0, 36.0], hpwjwZOEmW, 5752653]
[paragraph, [121.0, 1034.0, 1341.0, 36.0], hpwjwZOEmW, 5752653]
[paragraph, [121.0, 1070.0, 1341.0, 36.0], hpwjwZOEmW, 5752653]
[paragraph, [121.0, 1106.0, 1341.0, 36.0], hpwjwZOEmW, 5752653]
[paragraph, [121.0, 1142.0, 1341.0, 36.0], hpwjwZOEmW, 5752653]
[paragraph, [145.0, 1200.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1236.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1272.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1308.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1344.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1380.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1416.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1452.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1488.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1524.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1560.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [145.0, 1596.0, 1348.0, 36.0], shoonya_1s3KYTUJC06FKB, 5752653]
[paragraph, [137.0, 1690.0, 1364.0, 36.0], shoonya_3s8RTIC41TQNLJ, 5752653]
[paragraph, [137.0, 1726.0, 1364.0, 36.0], shoonya_3s8RTIC41TQNLJ, 5752653]
[paragraph, [137.0, 1762.0, 1364.0, 36.0], shoonya_3s8RTIC41TQNLJ, 5752653]
[paragraph, [137.0, 1798.0, 1364.0, 36.0], shoonya_3s8RTIC41TQNLJ, 5752653]
[paragraph, [137.0, 1834.0, 1364.0, 36.0], shoonya_3s8RTIC41TQNLJ, 5752653]
[paragraph, [137.0, 1870.0, 1364.0, 36.0], shoonya_3s8RTIC41TQNLJ, 5752653]
[paragraph, [139.0, 1956.0, 1296.0, 36.0], 1bkrDqMjAj, 5752653]
[paragraph, [139.0, 1992.0, 1296.0, 36.0], 1bkrDqMjAj, 5752653]
[paragraph, [139.0, 2028.0, 1296.0, 36.0], 1bkrDqMjAj, 5752653]
[paragraph, [139.0, 2064.0, 1296.0, 36.0], 1bkrDqMjAj, 5752653]
[website-link, [556.0, 2252.0, 522.0, 18.0], shoonya_6sQ6PYU9G1TCNQ, 5752653]
[website-link, [556.0, 2270.0, 522.0, 18.0], shoonya_6sQ6PYU9G1TCNQ, 5752653]
[website-link, [556.0, 2288.0, 522.0, 18.0], shoonya_6sQ6PYU9G1TCNQ, 5752653]
