[3060, 3960]
[headline, [138.0, 500.0, 1529.0, 52.5], tzXKIzbt8y, 5696102]
[headline, [138.0, 552.5, 1529.0, 52.5], tzXKIzbt8y, 5696102]
[headline, [138.0, 605.0, 1529.0, 52.5], tzXKIzbt8y, 5696102]
[unordered-list, [0.0, 847.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 899.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 952.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1004.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1057.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1109.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1162.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1214.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1267.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1319.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1372.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1424.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1477.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1529.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1582.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1634.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1687.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1739.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1792.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1844.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1897.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 1949.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 2002.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 2054.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 2107.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 2159.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 2212.0, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[unordered-list, [0.0, 2264.5, 1757.0, 52.5], shoonya_0s5JLOZMKRJOG8, 5696102]
[footnote, [1263.0, 2419.0, 1509.0, 52.5], gzzNk7yJmk, 5696102]
[footnote, [1263.0, 2471.5, 1509.0, 52.5], gzzNk7yJmk, 5696102]
[footnote, [1263.0, 2524.0, 1509.0, 52.5], gzzNk7yJmk, 5696102]
[footnote, [1263.0, 2576.5, 1509.0, 52.5], gzzNk7yJmk, 5696102]
[folio, [1316.0, 2426.0, 1366.0, 52.5], oYGp0CILRR, 5696102]
[folio, [1316.0, 2478.5, 1366.0, 52.5], oYGp0CILRR, 5696102]
[folio, [1316.0, 2531.0, 1366.0, 52.5], oYGp0CILRR, 5696102]
[folio, [1316.0, 2583.5, 1366.0, 52.5], oYGp0CILRR, 5696102]
