[842, 595]
[section-title, [190.0, 105.0, 221.0, 30.0], shoonya_0sOA18MLB2LG42, 5748368]
[figure-caption, [293.0, 229.0, 41.0, 18.0], hMC0gHQKAF, 5748368]
[figure-caption, [273.0, 277.0, 37.0, 18.0], sVzAwsiP5z, 5748368]
[unordered-list, [122.0, 504.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 522.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 540.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 558.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 576.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 594.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 612.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 630.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 648.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 666.0, 351.0, 18.0], vwkaylNfPG, 5748368]
[unordered-list, [122.0, 684.0, 351.0, 18.0], vwkaylNfPG, 5748368]
