[2339, 1656]
[paragraph, [119.0, 112.0, 701.0, 36.0], shoonya_3sDVA9LQZFTJ8P, 5749313]
[paragraph, [119.0, 148.0, 701.0, 36.0], shoonya_3sDVA9LQZFTJ8P, 5749313]
[paragraph, [119.0, 184.0, 701.0, 36.0], shoonya_3sDVA9LQZFTJ8P, 5749313]
[paragraph, [119.0, 220.0, 701.0, 36.0], shoonya_3sDVA9LQZFTJ8P, 5749313]
[paragraph, [119.0, 256.0, 701.0, 36.0], shoonya_3sDVA9LQZFTJ8P, 5749313]
[paragraph, [119.0, 292.0, 701.0, 36.0], shoonya_3sDVA9LQZFTJ8P, 5749313]
[paragraph, [847.0, 113.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 149.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 185.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 221.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 257.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 293.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 329.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 365.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 401.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 437.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 473.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 509.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 545.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 581.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 617.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 653.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 689.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 725.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 761.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 797.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 833.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 869.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 905.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 941.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 977.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1013.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1049.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1085.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1121.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1157.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1193.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1229.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1265.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1301.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1337.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1373.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1409.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1445.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1481.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1517.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1553.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1589.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1625.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1661.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1697.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1733.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1769.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1805.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1841.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1877.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1913.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1949.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 1985.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 2021.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [847.0, 2057.0, 711.0, 36.0], shoonya_4sHNIZFGDV4IXZ, 5749313]
[paragraph, [121.0, 332.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 368.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 404.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 440.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 476.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 512.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 548.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 584.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 620.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [121.0, 656.0, 698.0, 36.0], shoonya_1sD81AO0QYGLAL, 5749313]
[paragraph, [123.0, 708.0, 700.0, 36.0], shoonya_2sQE19VEZN029C, 5749313]
[paragraph, [123.0, 744.0, 700.0, 36.0], shoonya_2sQE19VEZN029C, 5749313]
[paragraph, [123.0, 780.0, 700.0, 36.0], shoonya_2sQE19VEZN029C, 5749313]
[paragraph, [123.0, 816.0, 700.0, 36.0], shoonya_2sQE19VEZN029C, 5749313]
[paragraph, [120.0, 865.0, 699.0, 36.0], 9O57X36_c7, 5749313]
[paragraph, [120.0, 901.0, 699.0, 36.0], 9O57X36_c7, 5749313]
[paragraph, [120.0, 937.0, 699.0, 36.0], 9O57X36_c7, 5749313]
[paragraph, [120.0, 973.0, 699.0, 36.0], 9O57X36_c7, 5749313]
[paragraph, [120.0, 1009.0, 699.0, 36.0], 9O57X36_c7, 5749313]
[paragraph, [120.0, 1045.0, 699.0, 36.0], 9O57X36_c7, 5749313]
[paragraph, [120.0, 1081.0, 699.0, 36.0], 9O57X36_c7, 5749313]
[paragraph, [120.0, 1132.0, 703.0, 36.0], QMmijWMb1w, 5749313]
[paragraph, [120.0, 1168.0, 703.0, 36.0], QMmijWMb1w, 5749313]
[paragraph, [122.0, 1240.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1276.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1312.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1348.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
