[2200, 1700]
[section-title, [538.0, 18.0, 664.0, 52.5], shoonya_1s0XUBECCV6XOA, 6457681]
[paragraph, [80.0, 97.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 133.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 169.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 205.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 241.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 277.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 313.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 349.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 385.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 421.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 457.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 493.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 529.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 565.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 601.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 637.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[paragraph, [80.0, 673.0, 1589.0, 36.0], shoonya_4sI3D1RZEUHURN, 6457681]
[figure-caption, [655.0, 1118.0, 413.0, 36.0], KcMew3YXzm, 6457681]
[figure-caption, [655.0, 1154.0, 413.0, 36.0], KcMew3YXzm, 6457681]
[section-title, [596.0, 1206.0, 524.0, 52.5], qk2zYEdoag, 6457681]
[paragraph, [56.0, 1285.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1321.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1357.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1393.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1429.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1465.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1501.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1537.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1573.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1609.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
[paragraph, [56.0, 1645.0, 1643.0, 36.0], shoonya_0sUVUBEFNVSR16, 6457681]
