[1839, 1268]
[paragraph, [210.0, 179.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 215.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 251.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 287.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 323.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 359.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 395.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 431.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 467.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 503.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 539.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 575.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 611.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 647.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 683.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 719.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 755.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 791.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 827.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 863.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 899.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 935.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 971.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 1007.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 1043.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [210.0, 1079.0, 941.0, 36.0], shoonya_0sAKVRNLSMRPIU, 5743600]
[paragraph, [220.0, 1168.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1204.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1240.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1276.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1312.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1348.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1384.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1420.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1456.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1492.0, 941.0, 36.0], B38rVzh8xi, 5743600]
[paragraph, [220.0, 1528.0, 941.0, 36.0], B38rVzh8xi, 5743600]
