[792, 612]
[paragraph, [392.0, 51.0, 157.0, 18.0], oZFRLiRohm, 6516658]
[paragraph, [392.0, 69.0, 157.0, 18.0], oZFRLiRohm, 6516658]
[paragraph, [60.0, 52.0, 161.0, 18.0], shoonya_0sSNR4MWY2C0P4, 6516658]
[paragraph, [60.0, 70.0, 161.0, 18.0], shoonya_0sSNR4MWY2C0P4, 6516658]
[paragraph, [60.0, 88.0, 161.0, 18.0], shoonya_0sSNR4MWY2C0P4, 6516658]
[paragraph, [60.0, 106.0, 161.0, 18.0], shoonya_0sSNR4MWY2C0P4, 6516658]
[paragraph, [60.0, 124.0, 161.0, 18.0], shoonya_0sSNR4MWY2C0P4, 6516658]
[paragraph, [391.0, 107.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 125.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 143.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 161.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 179.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 197.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 215.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 233.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 251.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 269.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 287.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 305.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 323.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 341.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 359.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 377.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 395.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 413.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 431.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 449.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 467.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 485.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 503.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [391.0, 521.0, 159.0, 18.0], 3fc_bbcl54, 6516658]
[paragraph, [60.0, 161.0, 162.0, 18.0], qpsi6Xd1UX, 6516658]
[paragraph, [60.0, 179.0, 162.0, 18.0], qpsi6Xd1UX, 6516658]
[paragraph, [60.0, 197.0, 162.0, 18.0], qpsi6Xd1UX, 6516658]
[paragraph, [60.0, 215.0, 162.0, 18.0], qpsi6Xd1UX, 6516658]
[paragraph, [60.0, 233.0, 162.0, 18.0], qpsi6Xd1UX, 6516658]
[paragraph, [60.0, 251.0, 162.0, 18.0], qpsi6Xd1UX, 6516658]
[paragraph, [227.0, 186.0, 159.0, 18.0], fcqlYANOO2, 6516658]
[paragraph, [227.0, 204.0, 159.0, 18.0], fcqlYANOO2, 6516658]
[paragraph, [227.0, 222.0, 159.0, 18.0], fcqlYANOO2, 6516658]
[paragraph, [227.0, 240.0, 159.0, 18.0], fcqlYANOO2, 6516658]
[paragraph, [227.0, 258.0, 159.0, 18.0], fcqlYANOO2, 6516658]
[paragraph, [227.0, 276.0, 159.0, 18.0], fcqlYANOO2, 6516658]
[paragraph, [227.0, 294.0, 159.0, 18.0], fcqlYANOO2, 6516658]
[paragraph, [227.0, 312.0, 159.0, 18.0], fcqlYANOO2, 6516658]
[paragraph, [61.0, 280.0, 160.0, 18.0], Qm0n4jtMH-, 6516658]
[paragraph, [61.0, 298.0, 160.0, 18.0], Qm0n4jtMH-, 6516658]
[paragraph, [61.0, 316.0, 160.0, 18.0], Qm0n4jtMH-, 6516658]
[paragraph, [61.0, 334.0, 160.0, 18.0], Qm0n4jtMH-, 6516658]
[paragraph, [61.0, 352.0, 160.0, 18.0], Qm0n4jtMH-, 6516658]
[paragraph, [226.0, 344.0, 160.0, 18.0], tz7JbsDWS9, 6516658]
[paragraph, [226.0, 362.0, 160.0, 18.0], tz7JbsDWS9, 6516658]
[paragraph, [226.0, 380.0, 160.0, 18.0], tz7JbsDWS9, 6516658]
[paragraph, [59.0, 384.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 402.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 420.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 438.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 456.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 474.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 492.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 510.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 528.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 546.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [59.0, 564.0, 160.0, 18.0], qlVtJ4rOEk, 6516658]
[paragraph, [225.0, 437.0, 160.0, 18.0], xqK4IbBkIh, 6516658]
[paragraph, [225.0, 455.0, 160.0, 18.0], xqK4IbBkIh, 6516658]
[paragraph, [225.0, 473.0, 160.0, 18.0], xqK4IbBkIh, 6516658]
[paragraph, [225.0, 491.0, 160.0, 18.0], xqK4IbBkIh, 6516658]
[paragraph, [225.0, 509.0, 160.0, 18.0], xqK4IbBkIh, 6516658]
[paragraph, [225.0, 527.0, 160.0, 18.0], xqK4IbBkIh, 6516658]
[paragraph, [225.0, 545.0, 160.0, 18.0], xqK4IbBkIh, 6516658]
[paragraph, [391.0, 544.0, 159.0, 18.0], e3ux76xJih, 6516658]
[paragraph, [391.0, 562.0, 159.0, 18.0], e3ux76xJih, 6516658]
[paragraph, [391.0, 580.0, 159.0, 18.0], e3ux76xJih, 6516658]
[paragraph, [391.0, 598.0, 159.0, 18.0], e3ux76xJih, 6516658]
[paragraph, [391.0, 616.0, 159.0, 18.0], e3ux76xJih, 6516658]
[paragraph, [224.0, 568.0, 162.0, 18.0], eF3eqzWJ2R, 6516658]
[paragraph, [224.0, 586.0, 162.0, 18.0], eF3eqzWJ2R, 6516658]
[paragraph, [224.0, 604.0, 162.0, 18.0], eF3eqzWJ2R, 6516658]
[paragraph, [224.0, 622.0, 162.0, 18.0], eF3eqzWJ2R, 6516658]
[paragraph, [224.0, 640.0, 162.0, 18.0], eF3eqzWJ2R, 6516658]
