[3509, 2480]
[contact-info, [344.0, 393.0, 905.0, 52.5], g6d4CQU6Ul, 5724095]
[contact-info, [344.0, 445.5, 905.0, 52.5], g6d4CQU6Ul, 5724095]
[contact-info, [344.0, 498.0, 905.0, 52.5], g6d4CQU6Ul, 5724095]
[contact-info, [344.0, 550.5, 905.0, 52.5], g6d4CQU6Ul, 5724095]
[contact-info, [344.0, 603.0, 905.0, 52.5], g6d4CQU6Ul, 5724095]
[paragraph, [348.0, 1090.0, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1142.5, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1195.0, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1247.5, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1300.0, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1352.5, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1405.0, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1457.5, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1510.0, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[paragraph, [348.0, 1562.5, 1797.0, 52.5], shoonya_0sARCPKB38B837, 5724095]
[placeholder-text, [337.0, 2005.0, 703.0, 18.0], lVG8ue1qrg, 5724095]
[placeholder-text, [337.0, 2023.0, 703.0, 18.0], lVG8ue1qrg, 5724095]
[placeholder-text, [337.0, 2041.0, 703.0, 18.0], lVG8ue1qrg, 5724095]
[placeholder-text, [337.0, 2059.0, 703.0, 18.0], lVG8ue1qrg, 5724095]
[placeholder-text, [337.0, 2077.0, 703.0, 18.0], lVG8ue1qrg, 5724095]
[placeholder-text, [337.0, 2095.0, 703.0, 18.0], lVG8ue1qrg, 5724095]
[placeholder-text, [337.0, 2113.0, 703.0, 18.0], lVG8ue1qrg, 5724095]
[placeholder-text, [337.0, 2131.0, 703.0, 18.0], lVG8ue1qrg, 5724095]
[folio, [1560.0, 2056.0, 465.0, 52.5], shoonya_1sH4ZIZHCYNAMP, 5724095]
