[1468, 909]
[headline, [346.0, 74.0, 233.0, 25.5], Wo6LleTbMg, 5769818]
[paragraph, [452.0, 134.0, 377.0, 18.0], qnkfUF9_8g, 5769818]
[paragraph, [452.0, 152.0, 377.0, 18.0], qnkfUF9_8g, 5769818]
[paragraph, [452.0, 170.0, 377.0, 18.0], qnkfUF9_8g, 5769818]
[paragraph, [452.0, 188.0, 377.0, 18.0], qnkfUF9_8g, 5769818]
[paragraph, [452.0, 206.0, 377.0, 18.0], qnkfUF9_8g, 5769818]
[paragraph, [452.0, 224.0, 377.0, 18.0], qnkfUF9_8g, 5769818]
[paragraph, [452.0, 242.0, 377.0, 18.0], qnkfUF9_8g, 5769818]
[paragraph, [74.0, 137.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 155.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 173.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 191.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 209.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 227.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 245.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 263.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 281.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 299.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 317.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 335.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 353.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 371.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 389.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 407.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 425.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 443.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 461.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 479.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 497.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 515.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 533.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 551.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 569.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 587.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 605.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 623.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 641.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 659.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 677.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 695.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 713.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 731.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 749.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 767.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 785.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 803.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 821.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 839.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 857.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 875.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 893.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 911.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 929.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 947.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 965.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 983.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 1001.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 1019.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 1037.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 1055.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 1073.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 1091.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 1109.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [74.0, 1127.0, 372.0, 18.0], GgqPIvtVpH, 5769818]
[paragraph, [459.0, 255.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 273.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 291.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 309.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 327.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 345.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 363.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 381.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 399.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 417.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 435.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 453.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 471.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 489.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 507.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 525.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 543.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 561.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 579.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 597.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 615.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 633.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
