[2428, 1814]
[ordered-list, [1105.0, 159.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 195.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 231.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 267.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 303.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 339.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 375.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 411.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 447.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 483.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 519.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 555.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 591.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 627.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 663.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 699.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 735.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 771.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 807.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 843.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 879.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 915.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 951.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 987.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 1023.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[ordered-list, [1105.0, 1059.0, 466.0, 36.0], shoonya_2s73EPJHDV3G8N, 5694026]
[headline, [283.0, 203.0, 138.0, 67.5], shoonya_22sG5GP0NZ0K0B, 5694026]
[ordered-list, [126.0, 321.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[ordered-list, [126.0, 357.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[ordered-list, [126.0, 393.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[ordered-list, [126.0, 429.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[ordered-list, [126.0, 465.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[ordered-list, [126.0, 501.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[ordered-list, [126.0, 537.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[ordered-list, [126.0, 573.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[ordered-list, [126.0, 609.0, 440.0, 36.0], shoonya_24s02OX4TMMOJF, 5694026]
[author, [657.0, 851.0, 374.0, 36.0], shoonya_19sBWA5TR5A6ZY, 5694026]
[author, [657.0, 887.0, 374.0, 36.0], shoonya_19sBWA5TR5A6ZY, 5694026]
[ordered-list, [99.0, 982.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1018.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1054.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1090.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1126.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1162.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1198.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1234.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1270.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1306.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1342.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1378.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1414.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1450.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1486.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1522.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1558.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1594.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1630.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1666.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1702.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [99.0, 1738.0, 488.0, 36.0], shoonya_18sZ27EVR3NUQQ, 5694026]
[ordered-list, [603.0, 985.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1021.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1057.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1093.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1129.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1165.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1201.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1237.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1273.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1309.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1345.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1381.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1417.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1453.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1489.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1525.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1561.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1597.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1633.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1669.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1705.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1741.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1777.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1813.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1849.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [603.0, 1885.0, 476.0, 36.0], shoonya_8sF3UI1G3TJ4KL, 5694026]
[ordered-list, [1101.0, 1463.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1499.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1535.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1571.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1607.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1643.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1679.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1715.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1751.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1787.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1823.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[ordered-list, [1101.0, 1859.0, 458.0, 36.0], shoonya_12sSDALSJWFAID, 5694026]
[folio, [541.0, 2277.0, 633.0, 36.0], shoonya_23sBFAGAFXYUKT, 5694026]
[folio, [541.0, 2313.0, 633.0, 36.0], shoonya_23sBFAGAFXYUKT, 5694026]
